"Exports & Imports by NAICS Commodities by country 2024"
"Current date: 04/03/2025 3:28 AM (Eastern Daylight Time)"
"Commodity: All Commodities"
"District: All Districts Total"
"Time: 2024"
"Country","Total Exports Value ($US)","Domestic Exports Value ($US)","Foreign Exports Value ($US)","Customs Import Value (Gen) ($US)","CIF Import Value (Gen) ($US)","Customs Import Value (Cons) ($US)","CIF Import Value (Cons) ($US)","Balance ($US)",
"Syria","2,020,826","1,604,228","416,598","10,651,468","11,176,690","10,651,468","11,176,690","-8,630,642"
"Taiwan","42,336,861,419","35,710,040,238","6,626,821,181","116,264,026,887","118,730,454,766","115,284,322,157","117,815,600,100","-73,927,165,468"
"Tajikistan","56,837,410","55,391,359","1,446,051","4,633,938","4,708,020","4,785,963","4,860,214","52,203,472"
"Tanzania","573,380,041","544,408,122","28,971,919","204,714,855","211,408,454","206,203,879","212,913,596","368,665,186"
"Thailand","17,719,249,485","14,991,424,454","2,727,825,031","63,328,180,222","66,011,261,761","63,264,525,019","65,964,380,808","-45,608,930,737"
"Timor-Leste","19,021,945","18,883,931","138,014","5,912,676","6,079,997","5,912,676","6,079,997","13,109,269"
"Togo","283,592,440","277,941,997","5,650,443","89,996,365","97,472,140","89,990,345","97,466,117","193,596,075"
"Tokelau","295,764","282,100","13,664","177,585","179,092","177,585","179,092","118,179"
"Tonga","19,909,723","17,443,857","2,465,866","2,845,246","3,330,962","2,845,246","3,330,962","17,064,477"
"Trinidad and Tobago","2,939,684,738","2,690,398,699","249,286,039","3,325,877,971","3,489,969,614","3,245,675,850","3,408,177,169","-386,193,233"
"Tunisia","503,588,215","471,740,884","31,847,331","1,123,215,612","1,154,276,516","1,137,017,539","1,168,323,651","-619,627,397"
"Turkey","15,292,979,687","14,500,766,243","792,213,444","16,745,664,057","17,797,700,453","16,581,912,780","17,632,576,964","-1,452,684,370"
"Turkmenistan","82,234,419","77,123,675","5,110,744","14,590,585","15,668,736","14,590,585","15,668,736","67,643,834"
"Turks and Caicos Islands","713,576,610","682,570,768","31,005,842","10,983,629","11,277,553","10,765,690","11,059,605","702,592,981"
"Tuvalu","570,424","523,046","47,378","224,447","232,993","224,447","232,993","345,977"
"Uganda","106,292,850","92,445,569","13,847,281","132,618,139","138,091,867","132,653,816","138,134,751","-26,325,289"
"Ukraine","1,683,510,839","1,514,945,607","168,565,232","1,186,498,293","1,230,392,479","1,171,428,523","1,215,101,996","497,012,546"
"United Arab Emirates","26,969,308,978","20,561,570,626","6,407,738,352","7,474,432,624","7,800,303,002","7,251,437,523","7,577,084,158","19,494,876,354"
"United Kingdom","79,941,342,753","66,328,615,069","13,612,727,684","68,084,468,332","69,269,460,546","68,124,315,671","69,296,654,377","11,856,874,421"
"Uruguay","1,649,000,113","1,232,641,949","416,358,164","1,228,834,152","1,276,132,632","1,227,939,037","1,275,195,473","420,165,961"
"Uzbekistan","380,795,484","349,097,375","31,698,109","42,437,585","44,409,142","42,437,585","44,409,142","338,357,899"
"Vanuatu","7,601,059","6,871,261","729,798","13,667,021","14,201,121","13,667,021","14,201,121","-6,065,962"
"Vatican City","983,390","452,682","530,708","170,599","178,413","170,599","178,413","812,791"
"Venezuela","4,232,021,935","4,150,373,625","81,648,310","5,987,862,777","6,316,668,050","5,684,736,890","5,990,975,175","-1,755,840,842"
"Vietnam","13,098,155,121","11,445,553,437","1,652,601,684","136,561,155,809","142,475,987,338","141,407,132,644","147,386,577,703","-123,463,000,688"
"Wallis and Futuna","49,438","49,438","","39,214","41,904","39,214","41,904","10,224"
"West Bank Administered by Israel","3,652,287","3,465,371","186,916","5,998,891","7,420,592","5,998,891","7,420,592","-2,346,604"
"Yemen","134,099,622","133,207,299","892,323","8,915,258","9,328,050","8,917,679","9,333,917","125,184,364"
"Zambia","113,762,941","103,807,826","9,955,115","169,112,021","171,474,264","175,861,186","178,297,164","-55,349,080"
"Zimbabwe","43,782,746","42,399,107","1,383,639","67,833,118","69,530,056","67,708,974","69,414,643","-24,050,372"
"European Union","370,189,230,351","316,582,266,243","53,606,964,108","605,760,393,292","617,775,035,588","597,906,784,683","609,949,471,171","-235,571,162,941"
