Errors,Blunders,Moves,Eq Move,Cost Move,Double Errors,Double Blunders,Doubles,Eq Double,Cost Double,Take Errors,Take Blunders,Takes,Eq Take,Cost Take,Eq Wrong Double,Cost Wrong Double,Eq Wrong Take,Cost Wrong Take,Outplay,Resign Errors,Resign Blunders,Eq Resign,Cost Resign,Take Resign Errors,Take Resign Blunders,Eq Take Resign,Cost Take Resign,Jokers,Anti Jokers,Rolls,Luck,Cost luck,Date,Score,Opp Score,Match Length,Result,Eq per Decision,Checker play,Cube play,Elo Level,Level,Opp Elo,Opp Eq per move,Opp mwc,Variation,Rated,Games,Opp Decisions,Double,Roll,Opp Double,Opp Roll
3,1,49,-0.308,-0.0601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,109,0.82,0.1943,30/08/2014 10:24,3,0,3,1,-0.0062,-0.0063,0,1963,World Class,1780,-0.0462,-0.3525,0,1,2,50,7,56,9,55
14,8,56,-2.171,-0.3143,3,3,11,-0.871,-0.064,0,0,2,0,0,-0.277,-0.0215,0,0,0,0,0,0,0,0,0,0,0,17,19,128,1.631,0.4946,30/08/2014 10:11,5,2,5,1,-0.0441,-0.0388,-0.067,1241,Casual Player,1780,-0.0596,-0.3504,0,1,4,65,17,65,13,65
9,3,46,-0.755,-0.0702,4,4,10,-0.488,-0.0403,0,0,0,0,0,-0.27,-0.0217,0,0,0,0,0,0,0,0,0,0,0,6,3,95,3.168,0.3446,26/08/2014 23:03,5,0,5,1,-0.0222,-0.0164,-0.0488,1668,Advanced,1780,-0.0664,-0.2309,0,1,5,44,10,45,5,47
12,3,76,-0.933,-0.3139,0,0,8,0,0,1,1,1,-0.899,-0.0895,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,156,-0.541,0.3762,24/08/2014 17:21,3,2,3,1,-0.0216,-0.0123,-0.0999,1680,Advanced,1780,-0.0284,-0.4762,0,1,4,76,13,85,10,84
38,23,192,-4.452,-0.7019,3,2,27,-0.322,-0.0239,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,426,-0.993,-0.1888,24/08/2014 16:04,6,7,7,0,-0.0215,-0.0232,-0.0107,1681,Advanced,1780,-0.0218,-0.4635,0,1,11,202,44,225,43,227
15,5,58,-1.403,-0.1304,1,1,6,-0.112,-0.007,0,0,3,0,0,-0.112,-0.007,0,0,0,0,0,0,0,0,0,0,0,5,5,133,-2.72,-0.3304,23/08/2014 22:51,0,7,7,0,-0.0226,-0.0242,-0.0125,1659,Advanced,1780,-0.0005,-0.0028,0,1,4,74,9,65,8,65
17,9,84,-2.114,-0.3274,5,4,14,-0.699,-0.0772,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,204,-2.235,-0.4941,23/08/2014 22:38,1,8,7,0,-0.0279,-0.0252,-0.0411,1555,Intermediate,1780,-0.0504,-0.4642,0,1,4,93,19,102,15,102
14,7,55,-1.913,-0.1673,1,0,6,-0.033,-0.0022,1,1,4,-0.099,-0.0062,-0.033,-0.0022,0,0,0,0,0,0,0,0,0,0,0,5,8,137,-0.097,-0.3275,23/08/2014 11:42,2,7,7,0,-0.0315,-0.0348,-0.0132,1483,Intermediate,1780,-0.0001,-0.0013,0,1,6,75,14,66,12,65
7,4,45,-1.002,-0.0981,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,123,-3.602,-0.4204,23/08/2014 11:21,0,7,7,0,-0.0182,-0.0223,0,1745,Advanced,1780,-0.0006,-0.0027,0,1,3,59,10,62,17,63
13,5,66,-1.114,-0.0973,0,0,5,0,0,2,1,4,-0.148,-0.0095,0,0,-0.087,-0.0054,0,0,0,0,0,0,0,0,0,9,13,184,-4.906,-0.3714,23/08/2014 11:08,0,7,7,0,-0.0168,-0.0169,-0.0165,1772,Advanced,1780,-0.0005,-0.0043,0,1,5,95,9,97,10,96
4,3,29,-0.464,-0.045,2,1,5,-0.127,-0.0177,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,59,-2.076,-0.6099,23/08/2014 10:40,0,5,5,0,-0.0164,-0.016,-0.0182,1780,Advanced,1780,-0.0532,-0.1842,0,1,2,31,2,30,6,29
9,4,42,-0.748,-0.1172,0,0,4,-0.005,-0.0007,0,0,0,0,0,-0.002,-0.0002,0,0,0,0,0,0,0,0,0,0,0,7,7,91,2.649,0.4119,23/08/2014 10:28,3,0,3,1,-0.0164,-0.0178,-0.0013,1780,Advanced,1780,-0.0308,-0.2493,0,1,3,53,8,44,11,44
12,6,51,-1.189,-0.3822,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,125,0.754,-0.1132,22/08/2014 22:28,2,3,3,0,-0.022,-0.0233,0,1671,Advanced,1780,-0.0004,-0.0066,0,1,3,59,11,66,9,67
3,2,18,-0.305,-0.0495,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,71,-2.016,-0.3937,22/08/2014 9:08,0,3,3,0,-0.0139,-0.017,0,1827,Expert,1780,-0.0001,-0.001,0,1,1,40,7,37,4,37
4,0,18,-0.165,-0.0613,1,0,1,-0.076,-0.0076,0,0,1,0,0,-0.076,-0.0076,0,0,0,0,0,0,0,0,0,0,0,4,1,42,1.176,0.5809,22/08/2014 9:01,3,0,3,1,-0.0121,-0.0092,-0.0382,1860,Expert,1780,-0.0008,-0.0064,0,1,1,24,5,21,6,21
15,7,72,-2.562,-0.3267,4,3,5,-0.722,-0.0704,1,1,3,-0.395,-0.0393,-0.463,-0.046,-0.395,-0.0393,0,0,0,0,0,0,0,0,0,14,14,210,-1.043,-0.2866,22/08/2014 8:50,2,5,5,0,-0.046,-0.0356,-0.1397,1207,Beginner,1780,-0.0174,-0.2353,0,1,4,103,15,104,23,105
11,5,57,-1.503,-0.3339,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,136,0.957,-0.1982,22/08/2014 8:50,2,3,3,0,-0.0251,-0.0264,0,1611,Intermediate,1780,-0.0011,-0.0129,0,1,3,66,8,68,12,68
23,8,126,-2.252,-0.2579,0,0,17,0,0,2,0,4,-0.085,-0.0053,0,0,-0.05,-0.0032,0,0,0,0,0,0,0,0,0,5,9,272,-1.41,-0.2181,20/08/2014 8:58,3,8,7,0,-0.0159,-0.0179,-0.004,1790,Advanced,1780,-0.0008,-0.0106,0,1,7,130,18,137,19,137
8,4,54,-0.71,-0.178,1,1,3,-0.095,-0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,118,2.496,0.4544,19/08/2014 22:35,3,0,3,1,-0.0141,-0.0132,-0.0316,1823,Expert,1780,-0.0201,-0.1914,0,1,2,49,9,62,10,62
9,3,49,-1.296,-0.1284,2,1,8,-0.141,-0.012,0,0,2,0,0,-0.101,-0.0078,0,0,0,0,0,0,0,0,0,0,0,3,5,109,-0.141,0.2049,19/08/2014 22:14,5,3,5,1,-0.0243,-0.0264,-0.0141,1625,Advanced,1780,-0.0526,-0.445,0,1,4,63,13,53,5,54
9,6,50,-1.792,-0.3731,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,135,-1.152,-0.1161,19/08/2014 21:55,1,6,5,0,-0.0345,-0.0358,0,1424,Intermediate,1780,-0.0004,-0.0046,0,1,3,62,17,70,15,69
5,3,58,-0.852,-0.1609,2,1,4,-0.124,-0.0155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,128,0.051,0.2081,19/08/2014 21:26,3,1,3,1,-0.0155,-0.0147,-0.0248,1797,Advanced,1780,-0.0452,-0.4384,0,1,3,61,15,72,15,71
8,3,33,-1.536,-0.1671,1,1,4,-0.125,-0.0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,74,2.064,0.3326,19/08/2014 21:07,3,0,3,1,-0.0449,-0.0465,-0.0312,1227,Casual Player,1780,-0.0418,-0.3114,0,1,2,57,5,36,4,37
7,3,28,-0.576,-0.2325,1,0,4,-0.03,-0.0076,0,0,1,0,0,-0.03,-0.0076,0,0,0,0,0,0,0,0,0,0,0,1,0,60,1.352,0.48,19/08/2014 8:56,3,0,3,1,-0.0184,-0.0206,-0.0061,1742,Advanced,1780,-0.0626,-0.2521,0,1,1,19,4,29,5,30
13,5,55,-1.18,-0.3136,4,4,8,-0.639,-0.0933,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,153,-0.338,-0.3648,13/08/2014 23:30,2,3,3,0,-0.028,-0.0214,-0.0639,1553,Intermediate,1780,-0.0249,-0.2852,0,1,3,62,7,78,11,80
2,1,17,-0.259,-0.0633,1,0,1,-0.04,-0.004,0,0,0,0,0,-0.04,-0.004,0,0,0,0,0,0,0,0,0,0,0,4,4,42,1.489,0.3446,13/08/2014 23:30,3,0,3,1,-0.0166,-0.0152,-0.0404,1776,Advanced,1780,-0.1303,-0.2058,0,1,1,13,6,22,3,22
23,7,79,-2.71,-0.2201,1,0,11,-0.039,-0.0025,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,195,-6.572,-0.5078,13/08/2014 22:58,2,7,7,0,-0.0289,-0.0343,-0.0025,1533,Intermediate,1780,-0.0332,-0.2929,0,1,7,114,13,96,25,94
10,5,65,-1.492,-0.1576,2,0,5,-0.076,-0.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,152,4.039,0.4596,13/08/2014 22:58,5,0,5,1,-0.0224,-0.023,-0.0152,1664,Advanced,1780,-0.039,-0.2186,0,1,3,56,15,74,18,77
13,6,63,-1.203,-0.1962,1,0,2,-0.055,-0.0042,1,1,1,-0.261,-0.0225,0,0,-0.261,-0.0225,0,0,0,0,0,0,0,0,0,5,8,174,-1.784,-0.4101,13/08/2014 22:58,2,5,5,0,-0.023,-0.0191,-0.1053,1651,Advanced,1780,-0.0148,-0.1748,0,1,3,79,17,86,10,87
3,0,20,-0.253,-0.0843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,43,-0.889,-0.4445,13/08/2014 22:58,0,1,1,0,-0.0126,-0.0126,0,1850,Expert,1780,-0.0001,-0.001,0,1,1,21,4,21,4,21
36,19,135,-3.215,-0.243,5,3,25,-0.475,-0.0254,1,1,6,-0.207,-0.0208,-0.149,-0.0106,0,0,0,0,0,0,0,0,0,0,0,28,30,360,-2.697,-0.3704,10/08/2014 19:56,6,11,11,0,-0.0235,-0.0238,-0.022,1642,Advanced,1780,-0.0164,-0.2405,0,1,10,212,31,187,34,184
17,10,130,-2.214,-0.4424,2,2,5,-0.171,-0.0193,0,0,4,0,0,-0.171,-0.0193,0,0,0,0,0,0,0,0,0,0,0,15,17,297,0.464,-0.0258,10/08/2014 14:49,6,7,7,0,-0.0172,-0.017,-0.019,1766,Advanced,1780,-0.0026,-0.0952,0,1,7,147,27,158,20,159
1,0,33,-0.108,-0.024,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,69,2.243,0.4097,10/08/2014 13:41,3,0,3,1,-0.0031,-0.0033,0,2013,World Champ.,1780,-0.0207,-0.1211,0,1,2,36,11,36,4,36
20,8,83,-1.904,-0.2005,3,3,6,-0.378,-0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,184,7.103,0.6158,10/08/2014 13:11,7,0,7,1,-0.0256,-0.0229,-0.063,1599,Intermediate,1780,-0.0144,-0.1468,0,1,4,98,14,91,14,92
15,7,93,-1.909,-0.2517,7,5,28,-0.719,-0.098,1,1,3,-0.576,-0.0722,-0.093,-0.0147,-0.576,-0.0722,0,0,0,0,0,0,0,0,0,19,13,238,2.24,0.4756,10/08/2014 12:10,7,6,7,1,-0.0258,-0.0205,-0.0418,1595,Intermediate,1780,-0.0257,-0.4356,0,1,6,108,23,122,20,121
7,2,33,-0.481,-0.076,5,1,9,-0.397,-0.0498,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,82,-3.453,-0.5267,9/08/2014 20:17,0,3,3,0,-0.02,-0.0146,-0.0361,1711,Advanced,1780,-0.0178,-0.1157,0,1,3,47,7,40,6,39
10,6,38,-1.6,-0.2376,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,106,-1.909,-0.5229,9/08/2014 20:17,0,5,5,0,-0.0348,-0.0421,0,1417,Intermediate,1780,-0.038,-0.2697,0,1,2,47,5,58,12,60
17,9,91,-1.856,-0.2748,5,4,19,-0.566,-0.0467,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,237,-2.748,-0.6555,9/08/2014 20:17,4,5,5,0,-0.0216,-0.0204,-0.027,1679,Advanced,1780,-0.0362,-0.5683,0,1,7,140,19,116,23,118
21,10,75,-2.812,-0.3164,6,4,16,-1.72,-0.183,0,0,3,0,0,-0.06,-0.0046,0,0,0,0,0,0,0,0,0,0,0,9,21,190,-5.455,-0.7755,9/08/2014 19:31,1,5,5,0,-0.0482,-0.0375,-0.0905,1169,Beginner,1780,-0.0622,-0.7434,0,1,5,108,13,94,16,91
1,0,8,-0.045,-0.0079,3,1,8,-0.21,-0.0372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,40,-3.814,-0.6764,9/08/2014 19:06,0,2,2,0,-0.0159,-0.0056,-0.0262,1789,Advanced,1780,-0.0504,-0.2144,0,1,1,24,2,19,4,20
24,13,100,-2.388,-0.4298,3,3,15,-0.511,-0.0498,0,0,3,0,0,-0.18,-0.0139,0,0,0,0,0,0,0,0,0,0,0,12,14,241,-0.947,0.5477,9/08/2014 18:43,5,4,5,1,-0.0246,-0.0239,-0.0284,1621,Advanced,1780,-0.0268,-0.4169,0,1,7,119,20,124,15,122
8,6,23,-1.317,-0.2647,1,1,2,-0.137,-0.0202,1,1,1,-0.16,-0.0124,0,0,-0.16,-0.0124,0,0,0,0,0,0,0,0,0,5,5,70,-0.96,-0.4684,9/08/2014 18:11,0,8,5,0,-0.0621,-0.0573,-0.0988,960,Distracted,1780,-0.0234,-0.3247,0,1,1,57,7,38,7,39
4,2,16,-0.295,-0.0607,2,1,4,-0.416,-0.0414,0,0,0,0,0,-0.336,-0.0335,0,0,0,0,0,0,0,0,0,0,0,1,0,31,2.462,0.4295,9/08/2014 17:55,4,0,3,1,-0.0355,-0.0184,-0.104,1403,Casual Player,1780,-0.1834,-0.165,0,1,1,9,6,19,1,19
19,12,111,-2.596,-0.2305,13,9,49,-1.48,-0.1145,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,248,0.519,-0.4686,9/08/2014 17:50,5,9,9,0,-0.025,-0.0234,-0.0285,1612,Intermediate,1780,-0.0284,-0.2946,0,1,8,126,19,123,17,126
21,9,93,-2.313,-0.4159,0,0,3,0,0,1,1,4,-0.247,-0.0213,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,220,-3.68,-0.4206,9/08/2014 17:15,4,5,5,0,-0.0256,-0.0249,-0.0354,1600,Intermediate,1780,-0.0235,-0.3793,0,1,8,127,19,107,23,109
17,7,95,-1.572,-0.347,3,0,17,-0.168,-0.0188,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,208,0.488,0.4511,9/08/2014 16:37,5,3,5,1,-0.0153,-0.0165,-0.0088,1801,Advanced,1780,-0.0327,-0.4079,0,1,5,110,15,106,23,108
7,4,54,-0.636,-0.1458,0,0,7,-0.024,-0.0043,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,128,-3.645,-1.024,8/08/2014 8:58,1,3,3,0,-0.0105,-0.0118,-0.0027,1889,Expert,1780,-0.0405,-0.6922,0,1,3,90,6,63,9,62
4,2,27,-0.547,-0.1906,1,0,3,-0.022,-0.004,1,0,2,-0.049,-0.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,69,-0.425,-0.2828,8/08/2014 8:58,1,3,3,0,-0.0193,-0.0203,-0.0143,1724,Advanced,1780,-0.0014,-0.02,0,1,3,38,2,33,7,33
10,4,45,-0.889,-0.2904,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,132,-1.277,-0.3961,8/08/2014 8:58,2,3,3,0,-0.0189,-0.0198,0,1732,Advanced,1780,-0.0054,-0.0995,0,1,3,63,8,66,9,65
24,8,95,-2.45,-0.3826,1,0,10,-0.058,-0.0058,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,230,-0.497,-0.0756,3/08/2014 22:24,5,4,5,1,-0.0234,-0.0258,-0.0048,1643,Advanced,1780,-0.0395,-0.918,0,1,6,139,31,120,18,117
7,5,40,-0.869,-0.0979,1,1,2,-0.124,-0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,86,4.048,0.5266,3/08/2014 21:41,5,0,5,1,-0.0236,-0.0217,-0.0617,1639,Advanced,1780,-0.0289,-0.0841,0,1,2,34,9,47,7,47
17,13,83,-2.483,-0.2885,6,4,13,-1.005,-0.1131,0,0,0,0,0,-0.376,-0.0342,0,0,0,0,0,0,0,0,0,0,0,14,15,222,0.433,0.2199,3/08/2014 16:56,6,2,5,1,-0.0363,-0.0299,-0.0773,1387,Casual Player,1780,-0.0508,-0.7365,0,1,6,136,21,110,23,113
21,12,111,-2.594,-0.485,5,4,24,-0.831,-0.1054,1,1,1,-1.091,-0.1172,-0.494,-0.0537,-1.091,-0.1172,0,0,0,0,0,0,0,0,0,8,10,259,2.162,0.5869,3/08/2014 16:11,5,3,5,1,-0.0332,-0.0234,-0.0769,1448,Intermediate,1780,-0.0283,-0.4868,0,1,5,133,16,137,23,136
27,11,93,-2.249,-0.3825,3,2,10,-0.354,-0.029,0,0,1,0,0,-0.277,-0.023,0,0,0,0,0,0,0,0,0,0,0,15,12,203,4.01,0.47,3/08/2014 15:39,5,1,5,1,-0.025,-0.0242,-0.0322,1611,Intermediate,1780,-0.0359,-0.4279,0,1,5,88,19,104,15,105
10,5,35,-1.103,-0.1672,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,85,3.616,0.4965,3/08/2014 15:02,5,0,5,1,-0.0298,-0.0315,0,1516,Intermediate,1780,-0.0379,-0.1808,0,1,2,37,10,43,11,42
6,2,34,-0.451,-0.1044,1,0,4,-0.093,-0.0233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,79,-3.56,-0.7325,3/08/2014 14:03,0,3,3,0,-0.014,-0.0133,-0.0186,1826,Expert,1780,-0.0512,-0.3372,0,1,2,36,6,38,9,39
1,1,19,-0.583,-0.0604,4,2,5,-0.328,-0.0822,1,0,1,-0.066,-0.0066,0,0,-0.066,-0.0066,0,0,0,0,0,0,0,0,0,3,4,39,-0.412,-0.4533,3/08/2014 13:53,0,4,3,0,-0.0391,-0.0307,-0.0657,1334,Casual Player,1780,-0.0261,-0.1077,0,1,1,17,5,19,4,19
9,6,73,-1.324,-0.1714,2,2,10,-0.556,-0.0469,0,0,1,0,0,-0.459,-0.0387,0,0,0,0,0,0,0,0,0,0,0,10,6,163,2.122,0.4926,3/08/2014 13:44,5,1,5,1,-0.0224,-0.0181,-0.0506,1664,Advanced,1780,-0.0257,-0.2025,0,1,4,84,14,82,14,81
4,1,35,-0.263,-0.031,1,1,2,-0.229,-0.0338,0,0,1,0,0,-0.229,-0.0338,0,0,0,0,0,0,0,0,0,0,0,5,0,88,1.595,0.4551,3/08/2014 13:14,5,0,5,1,-0.0129,-0.0075,-0.0762,1845,Expert,1780,-0.016,-0.0893,0,1,2,39,7,44,8,43
15,1,85,-0.935,-0.186,5,4,12,-0.519,-0.0801,1,1,3,-0.178,-0.0264,-0.249,-0.034,0,0,0,0,0,0,0,0,0,0,0,5,8,178,0.333,0.5218,3/08/2014 13:03,5,4,5,1,-0.0163,-0.011,-0.0465,1781,Advanced,1780,-0.0196,-0.261,0,1,5,82,10,97,10,96
9,4,21,-0.88,-0.0922,4,4,6,-0.677,-0.0673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,51,-1.891,-0.5347,3/08/2014 12:38,0,4,3,0,-0.0556,-0.0419,-0.0967,1050,Beginner,1780,-0.0746,-0.1707,0,1,1,23,4,25,5,26
16,9,47,-2.269,-0.4051,3,1,12,-0.266,-0.0368,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,112,-3.158,-0.6259,3/08/2014 12:26,1,3,3,0,-0.0416,-0.0483,-0.019,1287,Casual Player,1780,-0.05,-0.6735,0,1,4,83,9,57,9,57
22,15,89,-2.505,-0.3976,4,2,11,-0.308,-0.0338,0,0,4,0,0,-0.002,-0.0003,0,0,0,0,0,0,0,0,0,0,0,21,14,197,-0.031,0.3929,2/08/2014 20:17,5,3,5,1,-0.027,-0.0281,-0.0206,1571,Intermediate,1780,-0.0415,-0.5132,0,1,6,96,19,99,23,100
42,21,206,-4.944,-0.5702,3,0,27,-0.149,-0.0075,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,515,-3.244,0.3607,2/08/2014 19:41,11,10,11,1,-0.0216,-0.024,-0.005,1680,Advanced,1780,-0.0293,-0.6792,0,1,12,241,48,261,41,263
11,2,72,-0.808,-0.0904,2,2,6,-0.219,-0.0194,0,0,1,0,0,-0.093,-0.01,0,0,0,0,0,0,0,0,0,0,0,8,7,149,1.416,0.2212,2/08/2014 17:26,7,1,5,1,-0.013,-0.0112,-0.0313,1843,Expert,1780,-0.0403,-0.4186,0,1,4,101,10,81,13,82
19,9,125,-2.41,-0.2843,4,2,12,-0.316,-0.02,1,1,3,-0.514,-0.0443,0,0,-0.514,-0.0443,0,0,0,0,0,0,0,0,0,14,20,305,-2.212,-0.6802,2/08/2014 16:37,5,7,7,0,-0.0231,-0.0193,-0.0554,1649,Advanced,1780,-0.0289,-0.5137,0,1,7,151,26,156,32,157
25,10,111,-2.337,-0.3992,4,2,22,-0.324,-0.0312,0,0,3,0,0,-0.072,-0.0061,0,0,0,0,0,0,0,0,0,0,0,15,17,327,-4.271,-1.129,2/08/2014 14:35,6,7,7,0,-0.0196,-0.0211,-0.013,1719,Advanced,1780,-0.046,-1.0743,0,1,8,185,35,167,25,165
15,11,87,-1.99,-0.1588,7,4,15,-0.752,-0.0503,0,0,2,0,0,-0.427,-0.0286,0,0,0,0,0,0,0,0,0,0,0,22,15,198,4.144,0.4085,2/08/2014 14:08,7,2,7,1,-0.0264,-0.0229,-0.0442,1585,Intermediate,1780,-0.032,-0.3339,0,1,6,125,22,100,10,99
20,13,93,-3.12,-0.3106,3,2,20,-0.522,-0.0345,0,0,3,0,0,-0.261,-0.0174,0,0,0,0,0,0,0,0,0,0,0,26,25,247,-2.838,-0.6497,2/08/2014 13:45,2,7,7,0,-0.0314,-0.0336,-0.0227,1484,Intermediate,1780,-0.0318,-0.5082,0,1,5,140,23,129,20,127
35,18,147,-3.588,-0.4752,2,1,16,-0.159,-0.0088,1,1,7,-0.397,-0.0822,-0.103,-0.0052,-0.397,-0.0822,0,0,0,0,0,0,0,0,0,30,26,378,-1.647,0.1622,29/07/2014 22:19,11,7,11,1,-0.0244,-0.0244,-0.0242,1624,Advanced,1780,-0.0393,-0.9477,0,1,10,223,38,188,33,185
16,10,63,-1.731,-0.3002,5,3,25,-0.49,-0.0829,1,0,3,-0.034,-0.0029,-0.182,-0.0329,-0.034,-0.0029,0,0,0,0,0,0,0,0,0,12,10,147,1.008,0.5808,20/07/2014 14:28,5,2,5,1,-0.0248,-0.0275,-0.0187,1616,Advanced,1780,-0.0287,-0.2993,0,1,3,65,10,73,16,74
6,2,19,-0.702,-0.2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,32,1.015,0.5077,20/07/2014 13:59,1,0,1,1,-0.037,-0.037,0,1375,Casual Player,1780,-0.052,-0.1908,0,1,1,11,4,18,3,19
19,5,164,-1.553,-0.1909,3,1,13,-0.236,-0.0125,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,382,0.774,0.2466,20/07/2014 13:59,11,7,11,1,-0.0099,-0.0095,-0.0139,1899,World Class,1780,-0.0277,-0.4504,0,1,9,210,22,193,30,192
14,2,48,-0.782,-0.1259,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,131,-5.824,-0.8378,20/07/2014 13:23,0,3,3,0,-0.0156,-0.0163,0,1794,Advanced,1780,-0.05,-0.4707,0,1,3,70,13,67,17,66
34,17,158,-4.836,-0.5287,2,1,24,-0.243,-0.0133,1,1,7,-0.172,-0.0277,0,0,-0.172,-0.0277,0,0,0,0,0,0,0,0,0,30,26,420,-1.539,0.3,20/07/2014 12:58,11,10,11,1,-0.0278,-0.0306,-0.0134,1556,Intermediate,1780,-0.0336,-0.7369,0,1,12,192,38,217,25,215
5,4,20,-1.049,-0.3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,-0.85,-0.4252,20/07/2014 12:25,0,1,1,0,-0.0524,-0.0524,0,1099,Beginner,1780,-0.0471,-0.298,0,1,1,19,5,24,3,25
25,14,140,-3.542,-0.3027,3,0,16,-0.124,-0.008,0,0,4,0,0,-0.055,-0.0037,0,0,0,0,0,0,0,0,0,0,0,27,19,325,-0.461,0.1231,19/07/2014 18:07,11,8,11,1,-0.0229,-0.0253,-0.0062,1653,Advanced,1780,-0.0411,-0.6477,0,1,9,189,27,168,23,163
41,25,142,-6.543,-0.6748,11,3,42,-0.608,-0.0426,1,1,6,-0.333,-0.0173,-0.139,-0.0069,-0.333,-0.0173,0,0,0,0,0,0,0,0,0,31,23,356,5.143,0.2138,18/07/2014 16:54,9,13,11,0,-0.0394,-0.0461,-0.0196,1328,Casual Player,1780,-0.0008,-0.0151,0,1,10,155,30,177,26,181
18,9,72,-2.186,-0.1073,3,2,19,-0.448,-0.0178,1,1,4,-0.26,-0.0126,0,0,-0.26,-0.0126,0,0,0,0,0,0,0,0,0,10,19,210,-8.257,-0.5542,18/07/2014 14:16,0,11,11,0,-0.0305,-0.0304,-0.0308,1503,Intermediate,1780,-0.0271,-0.2026,0,1,5,140,18,105,10,104
10,5,66,-1.15,-0.217,3,2,10,-0.358,-0.0357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,169,-3.424,-1.2375,18/07/2014 13:58,2,3,3,0,-0.0199,-0.0174,-0.0358,1714,Advanced,1780,-0.057,-1.0223,0,1,3,84,17,84,9,84
35,16,114,-4.358,-0.3141,3,1,12,-0.292,-0.016,1,1,3,-0.285,-0.0316,-0.228,-0.0125,-0.285,-0.0316,0,0,0,0,0,0,0,0,0,23,17,265,6.327,0.6034,18/07/2014 13:37,20,3,11,1,-0.0383,-0.0382,-0.0385,1350,Casual Player,1780,-0.0247,-0.3173,0,1,6,164,24,133,20,130
13,4,58,-0.87,-0.1434,1,0,9,-0.066,-0.0032,1,1,3,-0.385,-0.0386,-0.018,-0.0009,-0.385,-0.0386,0,0,0,0,0,0,0,0,0,12,15,156,-3.442,-0.5661,18/07/2014 12:03,0,11,11,0,-0.0189,-0.015,-0.0376,1732,Advanced,1780,-0.0225,-0.3671,0,1,3,113,12,77,13,76
