Errors,Blunders,Moves,Eq Move,Cost Move,Double Errors,Double Blunders,Doubles,Eq Double,Cost Double,Take Errors,Take Blunders,Takes,Eq Take,Cost Take,Eq Wrong Double,Cost Wrong Double,Eq Wrong Take,Cost Wrong Take,Outplay,Resign Errors,Resign Blunders,Eq Resign,Cost Resign,Take Resign Errors,Take Resign Blunders,Eq Take Resign,Cost Take Resign,Jokers,Anti Jokers,Rolls,Luck,Cost luck,Date,Score,Opp Score,Match Length,Result,Eq per Decision,Checker play,Cube play,Elo Level,Level,Opp Elo,Opp Eq per move,Opp mwc,Variation,Rated,Games,Opp Decisions,Double,Roll,Opp Double,Opp Roll
13,3,90,-1.093,-0.2837,0,0,5,-0.016,-0.0012,0,0,1,0,0,-0.016,-0.0012,0,0,0,0,0,0,0,0,0,0,0,6,6,218,-1.662,-0.4922,27/10/2014 10:20,4,5,5,0,-0.0115,-0.0121,-0.0026,1870,Expert,1780,-0.013,-0.2205,0,1,5,102,19,115,16,118
8,4,53,-0.929,-0.0921,1,1,7,-0.14,-0.012,1,1,1,-1.012,-0.0853,0,0,-1.012,-0.0853,0,0,0,0,0,0,0,0,0,5,9,147,-3.966,-0.4246,27/10/2014 10:51,1,5,5,0,-0.0341,-0.0175,-0.1439,1430,Intermediate,1780,-0.0179,-0.1329,0,1,4,93,9,77,16,78
20,11,85,-2.581,-0.2922,2,0,12,-0.096,-0.0076,2,2,2,-0.719,-0.0503,-0.063,-0.0054,-0.596,-0.0426,0,0,0,0,0,0,0,0,0,7,9,204,-1.941,-0.3523,27/10/2014 11:22,2,7,7,0,-0.0343,-0.0304,-0.0582,1427,Intermediate,1780,-0.0241,-0.241,0,1,5,109,16,100,14,101
25,11,92,-3.009,-0.5563,3,1,26,-0.324,-0.0342,1,1,2,-0.321,-0.023,-0.034,-0.0042,-0.321,-0.023,0,0,0,0,0,0,0,0,0,13,9,229,1.249,0.6946,27/10/2014 11:57,8,3,5,1,-0.0304,-0.0327,-0.023,1503,Intermediate,1780,-0.0244,-0.3609,0,1,5,117,19,115,24,115
3,0,23,-0.192,-0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,0.694,0.3469,27/10/2014 12:11,2,0,1,1,-0.0083,-0.0083,0,1926,World Class,1780,-0.0276,-0.1562,0,1,1,17,2,31,5,31
30,9,118,-2.573,-0.4327,2,1,17,-0.182,-0.0115,0,0,5,0,0,-0.121,-0.0065,0,0,0,0,0,0,0,0,0,0,0,10,9,280,-1.221,0.5932,27/10/2014 13:25,7,5,7,1,-0.0197,-0.0218,-0.0083,1717,Advanced,1780,-0.0282,-0.3843,0,1,7,131,23,142,27,139
7,1,42,-0.491,-0.1035,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,94,-1.971,-0.5295,27/10/2014 13:44,0,5,5,0,-0.01,-0.0117,0,1897,Expert,1780,-0.0183,-0.1028,0,1,2,39,11,50,6,49
6,4,35,-0.603,-0.0873,1,0,2,-0.025,-0.0019,0,0,0,0,0,-0.025,-0.0019,0,0,0,0,0,0,0,0,0,0,0,1,6,100,-3.902,-0.6244,27/10/2014 14:16,0,7,5,0,-0.017,-0.0172,-0.0124,1769,Advanced,1780,-0.0288,-0.1908,0,1,2,47,10,49,13,49
19,6,91,-1.62,-0.3265,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,271,0.256,-0.219,27/10/2014 14:41,4,5,5,0,-0.0167,-0.0178,0,1774,Advanced,1780,-0.0009,-0.0249,0,1,5,134,23,139,19,143
13,3,77,-1.091,-0.0961,0,0,13,0,0,1,1,3,-0.348,-0.0462,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,160,0.698,-0.5512,27/10/2014 15:04,3,10,7,0,-0.0155,-0.0142,-0.0218,1797,Advanced,1780,-0.0344,-0.1862,0,1,4,70,11,79,13,80
6,2,51,-0.661,-0.0722,1,1,7,-0.172,-0.0115,1,1,3,-0.368,-0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,182,-2.405,-0.3334,27/10/2014 15:17,2,7,7,0,-0.0197,-0.013,-0.054,1717,Advanced,1780,-0.0014,-0.014,0,1,4,89,16,98,21,96
4,0,32,-0.302,-0.0283,2,2,6,-0.268,-0.022,0,0,0,0,0,-0.147,-0.0126,0,0,0,0,0,0,0,0,0,0,0,7,2,70,3.526,0.3475,27/10/2014 15:33,5,0,5,1,-0.015,-0.0094,-0.0447,1806,Advanced,1780,-0.0225,-0.0308,0,1,2,17,6,36,4,35
5,2,21,-0.35,-0.1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,61,-0.996,-0.4979,27/10/2014 16:35,0,1,1,0,-0.0166,-0.0166,0,1775,Advanced,1780,-0.0135,-0.1083,0,1,1,24,2,31,7,30
2,2,11,-0.254,-0.0847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,23,-0.889,-0.4445,27/10/2014 16:39,0,1,1,0,-0.0231,-0.0231,0,1650,Advanced,1780,0,0,0,1,1,12,1,12,5,11
5,1,27,-0.392,-0.1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,78,1.276,0.6381,27/10/2014 16:45,1,0,1,1,-0.0145,-0.0145,0,1815,Expert,1780,-0.0004,-0.0034,0,1,1,29,10,41,5,41
2,2,17,-0.474,-0.1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,41,1.324,0.6621,27/10/2014 16:50,1,0,1,1,-0.0279,-0.0279,0,1554,Intermediate,1780,-0.0009,-0.0057,0,1,1,19,1,21,2,22
12,5,45,-1.067,-0.1663,2,1,5,-0.392,-0.0335,0,0,1,0,0,-0.365,-0.0314,0,0,0,0,0,0,0,0,0,0,0,6,2,107,1.779,0.4394,27/10/2014 17:06,5,0,5,1,-0.0286,-0.0237,-0.0653,1540,Intermediate,1780,-0.0345,-0.2847,0,1,2,59,9,53,6,54
8,2,45,-0.749,-0.1789,4,2,7,-0.525,-0.1124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,108,2.274,0.6725,27/10/2014 17:19,3,0,3,1,-0.024,-0.0166,-0.0657,1631,Advanced,1780,-0.0193,-0.125,0,1,2,46,10,56,8,56
7,1,106,-0.416,-0.0693,1,0,13,-0.063,-0.006,1,1,2,-0.385,-0.0487,0,0,-0.385,-0.0487,0,0,0,0,0,0,0,0,0,12,7,255,-1.239,-0.3353,27/10/2014 18:34,3,8,7,0,-0.0071,-0.0039,-0.0299,1947,World Class,1780,-0.0006,-0.0081,0,1,5,127,17,130,18,132
5,3,46,-0.525,-0.047,1,0,3,-0.057,-0.009,0,0,2,0,0,-0.057,-0.009,0,0,0,0,0,0,0,0,0,0,0,3,5,103,0.675,0.4494,27/10/2014 18:51,5,1,5,1,-0.0114,-0.0114,-0.0115,1872,Expert,1780,-0.0139,-0.0937,0,1,3,55,11,51,5,50
14,6,77,-1.592,-0.168,4,3,9,-0.499,-0.0459,2,2,4,-0.256,-0.0273,-0.23,-0.0153,-0.108,-0.0077,0,0,0,0,0,0,0,0,0,17,15,189,2.772,0.5186,27/10/2014 19:32,7,3,7,1,-0.0261,-0.0207,-0.0581,1590,Intermediate,1780,-0.0292,-0.3029,0,1,5,98,15,92,16,93
2,0,12,-0.089,-0.0298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,-0.925,-0.4627,27/10/2014 21:53,0,1,1,0,-0.0074,-0.0074,0,1941,World Class,1780,0,0,0,1,1,25,7,31,5,32
8,5,41,-1.1,-0.3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,111,1.559,0.7796,27/10/2014 22:00,1,0,1,1,-0.0268,-0.0268,0,1575,Intermediate,1780,-0.0017,-0.0135,0,1,1,24,8,56,11,56
11,5,84,-1.639,-0.4779,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,198,-0.929,-0.5365,27/10/2014 22:23,1,4,3,0,-0.0188,-0.0195,0,1733,Advanced,1780,-0.0301,-0.5266,0,1,3,77,10,100,16,100
2,1,17,-0.224,-0.0748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,46,-1.12,-0.5598,27/10/2014 22:29,0,1,1,0,-0.0132,-0.0132,0,1840,Expert,1780,-0.0125,-0.0835,0,1,1,20,8,23,3,23
3,1,42,-0.268,-0.0412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,84,3.744,0.4927,27/10/2014 22:43,5,0,5,1,-0.0062,-0.0064,0,1962,World Class,1780,-0.0148,-0.0605,0,1,2,34,7,42,5,43
3,1,27,-0.27,-0.0283,2,2,6,-0.218,-0.0428,0,0,1,0,0,-0.12,-0.0093,0,0,0,0,0,0,0,0,0,0,0,4,0,58,0.928,0.2992,28/10/2014 19:09,8,0,5,1,-0.0144,-0.01,-0.0312,1818,Expert,1780,-0.0568,-0.2533,0,1,1,25,4,32,3,32
5,1,54,-0.4,-0.0576,2,2,3,-0.168,-0.0138,0,0,1,0,0,-0.168,-0.0138,0,0,0,0,0,0,0,0,0,0,0,4,3,129,1.493,0.3033,28/10/2014 19:26,5,0,5,1,-0.0098,-0.0074,-0.042,1901,World Class,1780,-0.0385,-0.2321,0,1,2,47,7,63,8,64
21,12,69,-2.395,-0.3542,5,5,18,-1.184,-0.1251,0,0,1,0,0,-0.543,-0.0681,0,0,0,0,0,0,0,0,0,0,0,18,18,172,1.286,-0.3325,28/10/2014 19:57,3,5,5,0,-0.0407,-0.0347,-0.0623,1304,Casual Player,1780,-0.0195,-0.3268,0,1,5,105,14,88,16,91
13,5,97,-1.07,-0.2518,1,1,4,-0.254,-0.0218,0,0,2,0,0,-0.254,-0.0218,0,0,0,0,0,0,0,0,0,0,0,5,7,213,0.525,0.191,28/10/2014 21:51,5,3,5,1,-0.0129,-0.011,-0.0423,1846,Expert,1780,-0.0321,-0.5562,0,1,6,96,18,108,20,110
11,3,44,-0.776,-0.191,1,1,1,-0.114,-0.0114,0,0,0,0,0,-0.114,-0.0114,0,0,0,0,0,0,0,0,0,0,0,5,2,100,2.943,0.6595,28/10/2014 22:18,3,0,3,1,-0.0198,-0.0176,-0.1142,1715,Advanced,1780,-0.007,-0.0584,0,1,2,44,4,51,9,51
6,1,26,-0.349,-0.1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,54,-1.195,-0.5976,28/10/2014 22:37,0,1,1,0,-0.0134,-0.0134,0,1836,Expert,1780,-0.0227,-0.174,0,1,1,23,4,26,6,27
6,2,27,-0.559,-0.1487,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,77,0.785,0.4467,28/10/2014 22:37,8,0,5,1,-0.0186,-0.0207,0,1737,Advanced,1780,-0.0235,-0.1937,0,1,1,38,8,38,4,38
18,3,90,-1.456,-0.3146,0,0,5,0,0,1,1,1,-0.108,-0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,298,-4.189,-0.6076,29/10/2014 7:47,2,6,5,0,-0.0163,-0.0162,-0.018,1782,Advanced,1780,-0.0287,-0.4797,0,1,5,115,27,153,29,153
7,2,29,-0.445,-0.1395,1,1,23,-0.124,-0.0096,0,0,1,0,0,-0.124,-0.0096,0,0,0,0,0,0,0,0,0,0,0,3,7,84,-2.198,-0.8137,30/10/2014 7:04,0,5,5,0,-0.0107,-0.0153,-0.0052,1884,Expert,1780,-0.0481,-0.4474,0,1,1,37,9,42,8,42
16,9,96,-1.754,-0.4508,3,1,4,-0.23,-0.0176,0,0,1,0,0,-0.102,-0.0079,0,0,0,0,0,0,0,0,0,0,0,4,12,243,-1.892,-0.7304,30/10/2014 7:41,3,5,5,0,-0.0196,-0.0183,-0.0461,1717,Advanced,1780,-0.0272,-0.6678,0,1,4,99,30,125,17,126
1,0,20,-0.055,-0.0085,0,0,0,0,0,1,1,1,-0.345,-0.0267,0,0,-0.345,-0.0267,0,0,0,0,0,0,0,0,0,4,9,76,-3.943,-0.5193,30/10/2014 22:25,0,5,5,0,-0.0191,-0.0028,-0.3449,1729,Advanced,1780,-0.0092,-0.0537,0,1,2,39,5,39,9,38
11,5,60,-1.338,-0.2524,3,2,10,-0.849,-0.1245,1,1,3,-0.221,-0.0186,-0.766,-0.1174,-0.221,-0.0186,0,0,0,0,0,0,0,0,0,10,6,134,2.466,0.8754,30/10/2014 22:39,11,2,5,1,-0.033,-0.0223,-0.0823,1453,Intermediate,1780,-0.0003,-0.0096,0,1,4,81,12,71,7,71
16,7,95,-1.709,-0.3112,1,0,6,-0.046,-0.0035,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,250,-2.665,-0.4807,30/10/2014 23:15,4,5,5,0,-0.017,-0.018,-0.0057,1768,Advanced,1780,-0.0195,-0.388,0,1,5,126,20,133,24,131
3,1,23,-0.188,-0.0626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,53,-1.105,-0.5527,30/10/2014 23:24,0,1,1,0,-0.0082,-0.0082,0,1929,World Class,1780,-0.0133,-0.106,0,1,1,24,3,27,7,28
7,0,34,-0.437,-0.0607,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,84,-4.445,-0.6822,30/10/2014 23:37,0,7,5,0,-0.0121,-0.0129,0,1859,Expert,1780,-0.0546,-0.2745,0,1,2,41,8,44,7,46
17,4,89,-1.314,-0.3319,1,0,8,-0.067,-0.0058,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,199,-1.926,-0.5042,31/10/2014 7:19,4,5,5,0,-0.0139,-0.0148,-0.0067,1826,Expert,1780,-0.0192,-0.3503,0,1,5,92,11,100,18,101
14,6,75,-1.172,-0.1464,5,3,11,-0.511,-0.038,0,0,1,0,0,-0.06,-0.0044,0,0,0,0,0,0,0,0,0,0,0,10,14,194,-2.209,-0.1305,31/10/2014 7:49,5,3,5,1,-0.0193,-0.0156,-0.0426,1723,Advanced,1780,-0.0652,-0.8633,0,1,6,119,13,104,13,106
8,3,58,-0.826,-0.1669,3,2,12,-0.288,-0.024,0,0,1,0,0,-0.042,-0.0031,0,0,0,0,0,0,0,0,0,0,0,11,12,155,-1.29,0.0901,31/10/2014 20:10,6,2,5,1,-0.0157,-0.0142,-0.0221,1793,Advanced,1780,-0.044,-0.5324,0,1,4,87,14,76,13,77
9,6,57,-1.328,-0.1641,2,1,8,-0.145,-0.0225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,128,-2.287,-0.552,1/11/2014 7:37,2,6,5,0,-0.0217,-0.0233,-0.0132,1678,Advanced,1780,-0.0333,-0.232,0,1,3,70,9,63,10,64
9,3,38,-0.982,-0.2171,3,2,7,-0.433,-0.0405,0,0,2,0,0,-0.187,-0.0145,0,0,0,0,0,0,0,0,0,0,0,7,4,85,1.275,0.6158,1/11/2014 8:05,5,2,5,1,-0.0301,-0.0258,-0.0481,1510,Intermediate,1780,-0.0285,-0.1437,0,1,3,38,11,42,7,43
11,9,45,-1.973,-0.2759,4,2,11,-0.543,-0.1012,0,0,3,0,0,-0.319,-0.0659,0,0,0,0,0,0,0,0,0,0,0,13,12,109,0.711,-0.1047,1/11/2014 8:19,2,5,5,0,-0.0426,-0.0439,-0.0388,1267,Casual Player,1780,-0.0023,-0.0228,0,1,3,61,9,58,11,58
14,7,71,-1.394,-0.1495,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,162,-4.975,-0.5737,1/11/2014 8:55,2,6,5,0,-0.0191,-0.0196,0,1728,Advanced,1780,-0.0207,-0.1991,0,1,4,82,14,84,16,83
9,4,61,-0.939,-0.0877,0,0,6,0,0,1,1,3,-0.188,-0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,134,-2.114,-0.4056,1/11/2014 9:25,0,7,7,0,-0.0161,-0.0154,-0.0208,1786,Advanced,1780,-0.0072,-0.0454,0,1,3,74,10,69,14,67
8,5,39,-1.07,-0.1338,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,82,3.798,0.5187,1/11/2014 9:41,5,0,5,1,-0.0238,-0.0274,0,1636,Advanced,1780,-0.0425,-0.1013,0,1,2,31,4,42,5,41
12,4,92,-1.723,-0.1775,2,2,9,-0.314,-0.0232,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,217,-4.23,-0.5659,1/11/2014 10:13,1,6,5,0,-0.0196,-0.0187,-0.0262,1719,Advanced,1780,-0.029,-0.3197,0,1,5,101,12,114,18,112
9,0,51,-0.417,-0.0459,1,1,5,-0.34,-0.0223,0,0,1,0,0,-0.34,-0.0223,0,0,0,0,0,0,0,0,0,0,0,10,5,105,4.39,0.4865,1/11/2014 14:18,7,0,7,1,-0.0133,-0.0082,-0.0567,1838,Expert,1780,-0.0236,-0.0779,0,1,2,36,7,58,10,59
25,15,127,-3.31,-0.4701,1,0,8,-0.08,-0.005,1,1,5,-0.425,-0.0269,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,272,-1.365,0.3476,1/11/2014 14:54,7,5,7,1,-0.0272,-0.0261,-0.0388,1567,Intermediate,1780,-0.031,-0.5427,0,1,7,157,20,138,26,138
14,1,94,-0.893,-0.1383,8,4,14,-0.594,-0.0411,0,0,1,0,0,-0.145,-0.0117,0,0,0,0,0,0,0,0,0,0,0,12,11,247,0.139,-0.6912,1/11/2014 15:39,6,7,7,0,-0.0136,-0.0095,-0.0396,1832,Expert,1780,-0.0196,-0.3952,0,1,5,112,29,129,21,130
5,2,39,-0.383,-0.0583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,107,2.97,0.4066,1/11/2014 16:39,5,0,5,1,-0.0096,-0.0098,0,1905,World Class,1780,-0.0261,-0.1727,0,1,2,47,12,54,11,54
11,6,70,-1.468,-0.3012,5,3,18,-0.721,-0.1211,0,0,0,0,0,-0.073,-0.0061,0,0,0,0,0,0,0,0,0,0,0,14,11,178,-1.159,0.1664,2/11/2014 9:53,5,3,5,1,-0.0249,-0.021,-0.04,1615,Advanced,1780,-0.0426,-0.7362,0,1,4,89,14,90,17,90
14,6,107,-1.705,-0.3006,5,3,16,-0.558,-0.0352,1,1,1,-0.685,-0.0408,-0.14,-0.0088,-0.685,-0.0408,0,0,0,0,0,0,0,0,0,12,7,249,0.503,0.6249,2/11/2014 12:18,7,5,7,1,-0.0238,-0.0159,-0.0731,1636,Advanced,1780,-0.0158,-0.2597,0,1,7,149,19,125,27,127
14,6,73,-1.189,-0.4212,1,1,2,-0.111,-0.011,0,0,1,0,0,-0.111,-0.011,0,0,0,0,0,0,0,0,0,0,0,6,7,174,-1.267,-0.5735,2/11/2014 13:56,1,6,3,0,-0.0171,-0.0163,-0.037,1767,Advanced,1780,-0.02,-0.4463,0,1,3,83,14,91,18,90
15,5,98,-1.32,-0.0888,2,2,14,-0.602,-0.0325,0,0,0,0,0,-0.504,-0.0273,0,0,0,0,0,0,0,0,0,0,0,19,12,234,3.301,0.2966,2/11/2014 14:40,7,0,7,1,-0.0172,-0.0135,-0.043,1765,Advanced,1780,-0.0457,-0.313,0,1,6,112,20,117,22,117
15,9,80,-1.498,-0.1685,2,2,10,-0.193,-0.0164,1,1,3,-0.252,-0.0158,-0.02,-0.0016,-0.252,-0.0158,0,0,0,0,0,0,0,0,0,8,7,185,1.432,0.3032,2/11/2014 15:28,8,2,7,1,-0.0209,-0.0187,-0.0342,1693,Advanced,1780,-0.0406,-0.407,0,1,4,100,18,98,10,97
12,7,97,-1.538,-0.2753,8,4,32,-1.028,-0.107,1,1,3,-0.198,-0.0124,-0.335,-0.042,0,0,0,0,0,0,0,0,0,0,0,14,13,203,3.252,0.4641,2/11/2014 15:28,7,5,7,1,-0.0209,-0.0159,-0.035,1692,Advanced,1780,-0.0174,-0.42,0,1,7,112,17,99,16,100
18,7,97,-1.941,-0.4479,4,4,12,-0.854,-0.0654,0,0,2,0,0,-0.515,-0.0404,0,0,0,0,0,0,0,0,0,0,0,17,11,213,2.582,0.6112,2/11/2014 16:03,9,8,9,1,-0.0252,-0.02,-0.061,1608,Intermediate,1780,-0.0258,-0.3434,0,1,8,95,22,113,20,115
9,4,39,-0.922,-0.1505,4,2,6,-0.366,-0.0365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,90,-4.576,-0.618,7/11/2014 19:11,0,3,3,0,-0.0286,-0.0236,-0.0611,1540,Intermediate,1780,-0.0465,-0.2793,0,1,2,48,10,47,6,47
3,1,27,-0.186,-0.0619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,64,0.631,0.3156,8/11/2014 7:34,2,0,1,1,-0.0069,-0.0069,0,1951,World Class,1780,-0.0322,-0.2361,0,1,1,22,5,32,4,32
4,1,21,-0.299,-0.0997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,39,0.778,0.3889,8/11/2014 7:40,1,0,1,1,-0.0142,-0.0142,0,1820,Expert,1780,-0.0544,-0.254,0,1,1,14,1,25,3,24
2,1,15,-0.235,-0.0647,1,0,5,-0.042,-0.0142,0,0,1,0,0,-0.042,-0.0142,0,0,0,0,0,0,0,0,0,0,0,1,4,69,-1.274,-0.5087,8/11/2014 7:53,0,5,5,0,-0.0132,-0.0157,-0.0069,1840,Expert,1780,-0.0201,-0.1017,0,1,1,36,6,34,5,34
23,6,132,-1.788,-0.3367,7,5,19,-1.265,-0.0968,0,0,2,0,0,-0.352,-0.0292,0,0,0,0,0,0,0,0,0,0,0,16,20,276,-0.849,-0.7001,8/11/2014 8:35,3,5,5,0,-0.02,-0.0135,-0.0602,1712,Advanced,1780,-0.0348,-0.5526,0,1,6,128,22,148,17,146
8,5,21,-0.879,-0.2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44,-0.741,-0.3707,8/11/2014 11:22,0,1,1,0,-0.0418,-0.0418,0,1282,Casual Player,1780,-0.018,-0.114,0,1,1,19,3,24,6,24
7,1,60,-0.455,-0.0482,1,0,5,-0.05,-0.0042,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,130,2.238,0.3589,9/11/2014 9:21,5,1,5,1,-0.0076,-0.0076,-0.0083,1938,World Class,1780,-0.0197,-0.1603,0,1,4,64,16,63,9,63
1,1,20,-0.613,-0.2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,43,0.954,0.4768,9/11/2014 9:31,1,0,1,1,-0.0306,-0.0306,0,1499,Intermediate,1780,-0.034,-0.2155,0,1,1,19,2,21,6,21
4,2,21,-0.524,-0.1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.952,0.4761,9/11/2014 9:40,1,0,1,1,-0.0249,-0.0249,0,1613,Advanced,1780,-0.0591,-0.1576,0,1,1,8,4,22,4,22
6,3,60,-0.534,-0.1815,0,0,6,-0.011,-0.0019,1,0,3,-0.026,-0.0019,0,0,-0.026,-0.0019,0,0,0,0,0,0,0,0,0,4,7,147,-2.362,-0.5141,9/11/2014 10:02,3,5,5,0,-0.0083,-0.0089,-0.004,1927,World Class,1780,-0.0194,-0.2691,0,1,5,83,15,72,13,73
11,6,100,-1.425,-0.2007,3,3,5,-0.952,-0.1018,0,0,2,0,0,-0.716,-0.0783,0,0,0,0,0,0,0,0,0,0,0,18,19,219,0.086,0.2867,9/11/2014 12:47,6,3,5,1,-0.0222,-0.0143,-0.136,1667,Advanced,1780,-0.0293,-0.4414,0,1,6,120,17,110,18,111
10,4,37,-0.837,-0.0994,2,2,5,-0.423,-0.0327,1,1,2,-0.418,-0.031,0,0,-0.418,-0.031,0,0,0,0,0,0,0,0,0,2,6,114,-4.591,-0.5189,9/11/2014 13:05,0,5,5,0,-0.0382,-0.0226,-0.1202,1352,Casual Player,1780,-0.028,-0.1699,0,1,2,61,12,56,6,57
14,4,60,-1.039,-0.0846,3,1,7,-0.164,-0.0123,0,0,0,0,0,-0.022,-0.0017,0,0,0,0,0,0,0,0,0,0,0,8,6,145,4.253,0.331,9/11/2014 13:24,5,0,5,1,-0.0179,-0.0173,-0.0234,1750,Advanced,1780,-0.041,-0.1721,0,1,3,50,14,74,14,74
5,4,44,-0.658,-0.2807,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,108,-1.62,0.043,9/11/2014 13:47,5,4,5,1,-0.014,-0.0149,0,1825,Expert,1780,-0.0649,-0.6684,0,1,3,50,10,62,15,62
6,0,75,-0.366,-0.1233,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,165,-0.468,0.0482,9/11/2014 14:09,3,2,3,1,-0.0048,-0.0049,0,1986,World Champ.,1780,-0.0241,-0.5625,0,1,3,65,12,87,13,89
14,3,90,-1.62,-0.1684,1,1,7,-0.321,-0.0248,0,0,1,0,0,-0.321,-0.0248,0,0,0,0,0,0,0,0,0,0,0,18,13,239,1.283,0.4013,9/11/2014 15:36,7,2,7,1,-0.0198,-0.018,-0.0401,1714,Advanced,1780,-0.0375,-0.3535,0,1,4,108,26,128,18,127
33,12,117,-3.013,-0.4441,0,0,6,-0.01,-0.0015,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,266,3.071,0.6363,9/11/2014 16:38,8,6,7,1,-0.0242,-0.0258,-0.0012,1628,Advanced,1780,-0.0222,-0.2873,0,1,6,100,24,141,31,138
21,10,112,-2.502,-0.1697,15,9,33,-1.734,-0.0818,0,0,0,0,0,-0.252,-0.0114,0,0,0,0,0,0,0,0,0,0,0,13,18,295,-5.436,-0.5466,9/11/2014 17:13,1,9,9,0,-0.0292,-0.0223,-0.0526,1528,Intermediate,1780,-0.026,-0.2841,0,1,6,164,20,147,27,149
17,5,74,-1.221,-0.1985,0,0,15,-0.01,-0.0013,0,0,1,0,0,-0.01,-0.0013,0,0,0,0,0,0,0,0,0,0,0,10,3,170,4.585,0.5507,9/11/2014 17:33,7,2,5,1,-0.0137,-0.0165,-0.0006,1831,Expert,1780,-0.0125,-0.1233,0,1,6,80,14,81,15,84
7,3,33,-0.706,-0.1097,1,1,4,-0.106,-0.0078,0,0,0,0,0,-0.106,-0.0078,0,0,0,0,0,0,0,0,0,0,0,10,3,74,4.086,0.53,9/11/2014 18:59,5,0,5,1,-0.0219,-0.0214,-0.0265,1673,Advanced,1780,-0.0142,-0.0693,0,1,2,34,8,36,5,37
11,3,50,-0.811,-0.1583,2,0,5,-0.058,-0.0098,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,114,0.599,0.3094,9/11/2014 19:17,5,1,5,1,-0.0152,-0.0162,-0.0083,1802,Advanced,1780,-0.0453,-0.3518,0,1,3,57,13,60,13,58
13,8,61,-1.548,-0.3422,5,2,24,-0.499,-0.1143,0,0,3,0,0,-0.195,-0.049,0,0,0,0,0,0,0,0,0,0,0,6,10,151,1.368,0.4418,9/11/2014 19:36,5,2,5,1,-0.0233,-0.0254,-0.0185,1646,Advanced,1780,-0.048,-0.4471,0,1,4,69,17,74,18,77
