2.760642651,5.475416979,2.095560924,3.202339856,3.493472658,2.882003508,2.833213344,2.844327819,2.94811642,1.731655545
1.994700313,6.117612499,0.932164081,2.212660385,2.633326655,2.07819076,1.871802177,2.047692843,2.22678338,0.810930216
2.735665368,6.45393991,1.229640551,2.367436065,2.642622396,1.998773639,1.880990603,1.442201993,2.159868791,2.382320061
0,4.857639503,0,1.786746927,2.634762405,0,0,2.104134154,1.410986974,0
3.061988069,5.197833828,1.719188776,3.464485121,3.515715835,3.54327548,2.738256043,2.528923535,3.297317251,1.483874689
2.882003508,5.189339204,2.275213896,2.880882432,3.712595981,3.658162481,3.076851325,3.672241813,4.025530246,1.526056303
0.732367894,5.000584958,0.292669614,0.802001585,1.156881197,1.928618652,0.536493371,1.064710737,0.904218151,0.131028262
2.332143895,5.699439725,1.691939134,2.542389085,3.338612506,2.68716699,2.386926241,3.118834471,2.403334996,1.467874348
3.027230941,5.265277512,2.362739016,3.591817741,3.985273467,3.583518938,3.186765771,3.154017253,3.122805356,1.818076778
2.587764035,4.925730787,0.029558802,2.977568303,3.480316586,0,0,2.743417345,3.244933359,1.916922612
0,5.939328793,1.01884732,1.16938136,0,0,0,0,0,0.737164066
2.208274414,5.663828159,0.879626748,2.214846179,2.118662255,1.437462648,1.706564623,1.840549633,0.2390169,1.00063188
2.013568798,4.640344261,1.324418957,2.768204124,3.144152279,2.717340248,2.635479508,2.32532458,2.252343877,1.673351238
1.702928256,5.282340412,0.841567186,2.061786606,2.020222182,1.864080131,1.654411278,1.706564623,1.574846468,0.845868268
1.446918983,4.07261007,0.683096845,1.89761986,2.135349174,1.671473303,1.894616855,1.311031877,1.671473303,0.364643114
2.24495598,5.605802066,2.413231613,3.100542638,3.974058396,3.557631168,3.165053018,3.654546775,3.386760334,2.048982334
1.937301775,4.106767082,1.568615918,2.782539053,3.323956301,2.646174797,2.283402274,2.644755351,2.323367632,1.91839212
1.89761986,6.171450044,1.118414916,1.617406082,3.52459426,1.893111963,1.430311247,1.693779061,0.989541194,2.100468909
0.727548607,6.719930608,0.470003629,1.652497402,1.764730797,1.642872689,0.385262401,0,1.677096561,0.476234179
2.897016301,5.568039114,1.324418957,3.244933359,3.853334009,2.960623096,3.141994781,2.794227897,2.839663088,2.235376343
3.01406323,5.218299659,1.919859472,3.489818573,3.642311818,3.934957977,2.753660712,2.674148649,2.970927155,1.418277407
1.451613827,5.151440171,0.444685821,0.810930216,1.8017098,1.665818246,1.335001067,2.72392355,1.750937475,1.199964783
0.536493371,3.412137322,1.01884732,1.993338843,2.250238613,0.559615788,0.891998039,0.862889955,1.597365331,0.300104592
2.742129515,6.320444501,1.266947603,1.667706821,2.315501318,2.042518188,1.526056303,1.633154439,1.827769907,1.08180517
1.912501087,5.777745198,1.156881197,2.172476408,2.387844937,2.024193067,2.492378665,1.906575144,2.020222182,1.30833282
1.853168097,6.71830034,0.858661619,1.982379829,1.834180185,1.905088155,1.401182974,0.875468737,1.870262531,0.604315967
2.856470206,5.251906869,1.74745921,3.090587805,3.361069591,2.734367509,2.833801406,3.14458322,2.885917408,2.0255132
1.95160817,5.896686726,1.217875709,2.35612586,2.583242551,2.098017927,1.523880024,1.880990603,1.74745921,0.879626748
2.733717948,6.057486343,1.047318994,2.193885676,2.744703519,1.919859472,2.136530509,1.172482137,2.051556338,1.830980182
0.797507196,6.007657727,0.165514438,0.896088025,0.978326123,0.336472237,0.774727168,1.050821625,0.438254931,2.050270164
0.951657876,5.78751069,0.802001585,2.178155015,2.263844265,1.678963975,1.294727168,0.182321557,1.492904096,2.457021446
1.401182974,3.650398467,1.085189268,1.960094784,1.774952351,1.906575144,0.802001585,0,0.985816795,1.903598951
0.678033543,2.295560478,0.615185639,0.570979547,1.446918983,1.050821625,0.457424847,2.77133794,0.672944473,2.032087845
4.02570877,4.35901386,2.715356776,3.973682386,3.909820582,4.097173889,3.67478053,0,3.943327855,2.430978308
1.244154594,3.874943997,1.172482137,2.385086315,2.381396273,2.577181926,1.53686722,2.2300144,1.574846468,0.518793793
1.150572028,5.459798257,0.819779831,1.302912752,1.324418957,1.128171091,1.181727195,0,0.703097511,0
1.796747011,4.386392092,0.657520003,2.196112848,2.583997552,2.720637317,1.740466175,1.735189118,0,0.683096845
0.982078472,2.932259851,0.31481074,0.292669614,1.547562509,0.542324291,0,1.205970807,0.438254931,0
2.16791019,4.168833414,1.202972304,2.294552921,3.387774361,2.749192144,2.860485124,2.565718293,2.135349174,1.642872689
1.749199855,4.199905058,1.425515074,2.805176912,2.689207113,2.532108251,1.93874166,1.891604804,2.461296784,2.851284369
3.295466427,4.55860255,2.855895328,3.742183226,4.585171539,4.047951523,3.422958873,4.68018489,3.719893508,2.837908188
0,4.029806041,0.996948635,0,2.091864062,0,1.278152203,0,1.621366483,0.457424847
0.470003629,4.294969802,0.378436436,1.264126727,1.633154439,0.553885113,0.774727168,0.783901544,1.115141591,0.113328685
1.085189268,3.749268754,0.806475866,1.646733697,2.116255515,1.026041596,0.350656872,1.229640551,0.993251773,0.476234179
2.918311127,4.345232974,1.648658626,3.042615859,3.239070532,3.239462458,0,2.850706502,2.257587727,2.324346585
0.792992516,4.60156369,0.476234179,0.672944473,1.515127233,1.795087259,1.029619417,0.932164081,3.593194204,2.102913898
0.732367894,1.205970807,0.871293366,0,1.627277831,1.566530411,0,0,1.401182974,0.246860078
1.283707772,4.742842991,0,0.727548607,1.738710248,1.068153081,0.970778917,1.85159947,0.891998039,0.875468737
0.712949808,3.767921661,1.393766376,2.414126468,2.816007343,2.024193067,1.974081026,2.055404964,2.069391206,0.21511138
1.327075001,3.246101811,0.858661619,1.497388409,2.12704052,1.891604804,0.746687947,1.811562097,1.857859271,0.828551818
