"ACT","Conservative","Green","Labour","Mana","Maori","National","NZ_First","United Future","NatCoal","LabGreen","LabGreenMaori","LabGreenNZFirst","NatCoalNZFirst","Total"
2,0,8,41,0,3,54,14,0,59,49,52,63,73,122
1,0,8,39,0,3,55,15,0,59,47,50,62,74,121
1,0,0,57,0,4,48,14,0,53,57,61,71,67,124
1,0,8,37,0,4,60,11,0,65,45,49,56,76,121
1,0,7,41,0,4,58,12,0,63,48,52,60,75,123
1,0,9,44,0,4,48,16,0,53,53,57,69,69,122
1,0,9,40,1,3,56,13,0,60,49,52,62,73,123
1,0,6,43,1,4,56,12,0,61,49,53,61,73,123
0,0,7,43,0,4,51,17,0,55,50,54,67,72,122
1,0,10,42,0,4,54,12,0,59,52,56,64,71,123
1,0,0,52,0,0,56,11,0,57,52,52,63,68,120
0,0,8,37,1,3,57,15,0,60,45,48,60,75,121
0,0,6,44,0,4,56,12,0,60,50,54,62,72,122
0,0,8,42,1,3,56,11,0,59,50,53,61,70,121
1,0,7,48,0,4,49,14,0,54,55,59,69,68,123
1,0,0,49,0,3,54,14,0,58,49,52,63,72,121
1,0,8,45,0,4,48,18,0,53,53,57,71,71,124
1,0,0,50,0,4,54,13,0,59,50,54,63,72,122
1,0,10,39,0,4,50,17,0,55,49,53,66,72,121
1,0,6,44,0,4,53,15,0,58,50,54,65,73,123
1,0,7,45,1,3,53,14,0,57,52,55,66,71,124
2,0,10,38,1,0,56,14,0,58,48,48,62,72,121
1,0,8,45,0,4,51,13,0,56,53,57,66,69,122
2,0,0,47,1,4,55,14,0,61,47,51,61,75,123
1,0,9,44,0,3,54,10,0,58,53,56,63,68,121
0,0,0,52,0,2,54,12,0,56,52,54,64,68,120
1,0,7,49,1,3,47,16,0,51,56,59,72,67,124
0,0,11,40,0,3,48,19,0,51,51,54,70,70,121
1,0,7,46,0,5,52,12,0,58,53,58,65,70,123
1,0,8,48,1,3,50,12,0,54,56,59,68,66,123
1,0,7,47,1,4,47,16,0,52,54,58,70,68,123
1,0,0,47,0,3,56,13,0,60,47,50,60,73,120
1,0,7,46,0,2,54,12,0,57,53,55,65,69,122
0,0,10,40,1,8,48,14,0,56,50,58,64,70,121
1,0,9,36,0,2,55,18,0,58,45,47,63,76,121
1,0,8,46,1,3,50,13,0,54,54,57,67,67,122
3,0,9,39,1,6,54,14,0,63,48,54,62,77,126
0,0,8,42,0,3,51,16,0,54,50,53,66,70,120
6,0,10,42,0,3,51,10,0,60,52,55,62,70,122
1,0,0,47,1,2,59,12,0,62,47,49,59,74,122
1,0,10,41,1,4,53,11,0,58,51,55,62,69,121
1,0,8,41,1,0,58,12,0,59,49,49,61,71,121
2,0,10,39,1,3,52,14,0,57,49,52,63,71,121
1,0,6,43,1,2,58,11,0,61,49,51,60,72,122
1,0,7,41,1,5,55,15,0,61,48,53,63,76,125
1,0,9,37,1,2,57,15,0,60,46,48,61,75,122
0,0,8,44,0,3,53,13,0,56,52,55,65,69,121
1,0,6,43,0,2,52,17,0,55,49,51,66,72,121
1,0,7,45,1,1,52,15,0,54,52,53,67,69,122
0,0,7,46,1,5,52,13,0,57,53,58,66,70,124
0,0,0,48,1,3,60,10,0,63,48,51,58,73,122
2,0,8,40,1,3,57,11,0,62,48,51,59,73,122
1,0,9,44,1,2,52,12,0,55,53,55,65,67,121
0,0,6,40,1,3,58,14,0,61,46,49,60,75,122
1,0,12,38,1,4,50,16,0,55,50,54,66,71,122
1,0,9,41,0,3,54,12,0,58,50,53,62,70,120
0,0,0,49,0,2,55,14,0,57,49,51,63,71,120
1,0,8,40,1,4,54,14,0,59,48,52,62,73,122
0,0,7,44,1,4,51,17,0,55,51,55,68,72,124
1,0,9,43,1,3,52,13,0,56,52,55,65,69,122
1,0,8,42,2,4,54,13,0,59,50,54,63,72,124
1,0,0,50,0,4,55,12,0,60,50,54,62,72,122
1,0,9,43,0,2,56,9,0,59,52,54,61,68,120
1,0,8,44,1,4,50,16,0,55,52,56,68,71,124
0,0,7,46,1,4,52,13,0,56,53,57,66,69,123
1,0,8,44,1,2,49,17,0,52,52,54,69,69,122
2,0,9,39,1,2,51,17,0,55,48,50,65,72,121
1,0,10,37,1,3,59,13,0,63,47,50,60,76,124
1,0,8,44,1,3,53,12,0,57,52,55,64,69,122
1,0,10,42,1,2,55,12,0,58,52,54,64,70,123
1,0,10,37,0,5,54,16,0,60,47,52,63,76,123
1,0,8,44,0,4,55,11,0,60,52,56,63,71,123
2,0,8,39,0,3,58,11,0,63,47,50,58,74,121
1,0,7,43,1,4,56,12,0,61,50,54,62,73,124
0,0,9,41,0,0,55,15,0,55,50,50,65,70,120
1,0,7,42,0,4,57,13,0,62,49,53,62,75,124
1,0,7,43,0,3,52,17,0,56,50,53,67,73,123
1,0,7,46,1,1,53,13,0,55,53,54,66,68,122
1,0,12,39,0,3,52,15,0,56,51,54,66,71,122
1,0,8,44,0,4,54,12,0,59,52,56,64,71,123
2,0,10,39,1,3,53,14,0,58,49,52,63,72,122
1,0,7,44,0,2,52,15,0,55,51,53,66,70,121
1,0,10,38,0,3,57,13,0,61,48,51,61,74,122
1,0,0,49,1,3,56,12,0,60,49,52,61,72,122
1,0,7,45,1,3,50,15,0,54,52,55,67,69,122
1,0,9,42,0,4,52,13,0,57,51,55,64,70,121
1,0,8,38,1,2,55,17,0,58,46,48,63,75,122
1,0,8,43,1,3,51,16,0,55,51,54,67,71,123
1,0,7,43,1,2,53,16,0,56,50,52,66,72,123
1,0,7,45,0,4,54,10,0,59,52,56,62,69,121
0,0,9,39,1,3,54,18,0,57,48,51,66,75,124
0,0,6,48,1,4,52,10,0,56,54,58,64,66,121
1,0,10,45,1,5,47,15,0,53,55,60,70,68,124
1,0,9,36,1,2,58,15,0,61,45,47,60,76,122
1,0,7,39,0,2,59,13,0,62,46,48,59,75,121
1,0,9,42,1,4,52,13,0,57,51,55,64,70,122
1,0,10,42,0,3,52,14,0,56,52,55,66,70,122
1,0,7,43,0,4,56,12,0,61,50,54,62,73,123
1,0,9,41,1,3,56,12,0,60,50,53,62,72,123
3,0,10,38,1,4,55,13,0,62,48,52,61,75,124
1,0,0,47,0,4,54,18,0,59,47,51,65,77,124
1,0,7,44,1,1,51,16,0,53,51,52,67,69,121
1,0,10,39,0,1,53,16,0,55,49,50,65,71,120
1,0,9,41,0,3,54,15,0,58,50,53,65,73,123
1,0,9,38,0,4,58,11,0,63,47,51,58,74,121
1,0,0,45,1,4,61,13,0,66,45,49,58,79,125
0,0,8,42,1,5,57,11,0,62,50,55,61,73,124
1,0,7,44,0,5,51,17,0,57,51,56,68,74,125
1,0,10,44,1,2,49,14,0,52,54,56,68,66,121
1,0,14,38,1,4,50,16,0,55,52,56,68,71,124
0,0,9,43,1,2,51,16,0,53,52,54,68,69,122
1,0,9,45,1,2,48,17,0,51,54,56,71,68,123
0,0,10,43,1,4,51,15,0,55,53,57,68,70,124
1,0,7,43,1,3,54,14,0,58,50,53,64,72,123
1,0,0,44,0,3,55,17,0,59,44,47,61,76,120
1,0,10,42,1,2,51,14,0,54,52,54,66,68,121
1,0,9,44,1,2,51,14,0,54,53,55,67,68,122
1,0,0,51,0,2,52,15,0,55,51,53,66,70,121
2,0,0,46,1,5,56,12,0,63,46,51,58,75,122
1,0,8,41,1,2,54,16,0,57,49,51,65,73,123
1,0,8,43,0,2,51,15,0,54,51,53,66,69,120
1,0,7,46,1,3,53,11,0,57,53,56,64,68,122
1,0,12,39,0,2,55,11,0,58,51,53,62,69,120
1,0,7,42,1,3,57,11,0,61,49,52,60,72,122
1,0,0,45,0,3,57,16,0,61,45,48,61,77,122
1,0,10,41,1,3,48,19,0,52,51,54,70,71,123
1,0,8,41,1,3,56,13,0,60,49,52,62,73,123
0,0,0,47,0,4,59,10,0,63,47,51,57,73,120
1,0,7,44,0,1,51,17,0,53,51,52,68,70,121
1,0,9,37,1,3,56,16,0,60,46,49,62,76,123
0,0,7,49,1,3,49,12,0,52,56,59,68,64,121
0,0,7,47,0,1,51,14,0,52,54,55,68,66,120
1,0,6,46,1,3,53,12,0,57,52,55,64,69,122
1,0,6,46,1,2,53,13,0,56,52,54,65,69,122
1,0,11,38,0,1,53,16,0,55,49,50,65,71,120
1,0,7,47,1,4,49,14,0,54,54,58,68,68,123
0,0,8,42,1,2,52,16,0,54,50,52,66,70,121
1,0,12,37,1,2,56,13,0,59,49,51,62,72,122
1,0,8,46,1,2,47,17,0,50,54,56,71,67,122
1,0,0,45,1,4,58,15,0,63,45,49,60,78,124
2,0,6,45,0,2,53,12,0,57,51,53,63,69,120
1,0,0,51,1,3,52,13,0,56,51,54,64,69,121
1,0,8,48,1,3,50,13,0,54,56,59,69,67,124
1,0,6,46,0,4,54,13,0,59,52,56,65,72,124
0,0,7,44,1,3,54,13,0,57,51,54,64,70,122
1,0,9,44,0,3,51,12,0,55,53,56,65,67,120
1,0,10,43,0,2,50,15,0,53,53,55,68,68,121
1,0,10,38,1,3,53,16,0,57,48,51,64,73,122
0,0,7,45,1,3,53,12,0,56,52,55,64,68,121
0,0,9,44,1,4,49,17,0,53,53,57,70,70,124
0,0,8,43,1,4,56,10,0,60,51,55,61,70,122
1,0,7,45,1,3,53,12,0,57,52,55,64,69,122
1,0,10,43,0,4,49,15,0,54,53,57,68,69,122
1,0,7,43,0,2,56,13,0,59,50,52,63,72,122
0,0,8,41,0,3,53,17,0,56,49,52,66,73,122
1,0,9,38,1,2,57,13,0,60,47,49,60,73,121
0,0,7,42,1,3,54,15,0,57,49,52,64,72,122
1,0,8,44,1,3,51,14,0,55,52,55,66,69,122
1,0,9,46,0,3,51,12,0,55,55,58,67,67,122
1,0,0,48,0,3,57,12,0,61,48,51,60,73,121
1,0,9,37,0,4,57,16,0,62,46,50,62,78,124
1,0,7,44,0,2,51,16,0,54,51,53,67,70,121
1,0,9,40,1,2,55,13,0,58,49,51,62,71,121
1,0,10,38,1,5,55,13,0,61,48,53,61,74,123
1,0,6,46,0,2,54,11,0,57,52,54,63,68,120
1,0,7,42,0,2,59,10,0,62,49,51,59,72,121
1,0,10,47,0,3,44,17,0,48,57,60,74,65,122
1,0,8,44,1,0,52,15,0,53,52,52,67,68,121
1,0,7,40,0,1,53,18,0,55,47,48,65,73,120
1,0,8,44,0,4,53,13,0,58,52,56,65,71,123
1,0,9,40,0,3,56,12,0,60,49,52,61,72,121
1,0,8,44,1,4,54,12,0,59,52,56,64,71,124
0,0,7,44,1,4,53,13,0,57,51,55,64,70,122
1,0,9,43,1,5,52,15,0,58,52,57,67,73,126
1,0,8,44,1,3,53,12,0,57,52,55,64,69,122
1,0,10,40,1,2,55,14,0,58,50,52,64,72,123
1,0,7,45,0,2,48,18,0,51,52,54,70,69,121
1,0,8,46,1,3,51,12,0,55,54,57,66,67,122
1,0,7,48,1,3,49,14,0,53,55,58,69,67,123
1,0,10,42,1,2,53,14,0,56,52,54,66,70,123
1,0,7,43,0,4,58,10,0,63,50,54,60,73,123
2,0,0,48,0,2,53,16,0,57,48,50,64,73,121
1,0,7,42,1,2,54,14,0,57,49,51,63,71,121
1,0,7,43,1,2,54,14,0,57,50,52,64,71,122
1,0,9,39,0,5,56,14,0,62,48,53,62,76,124
1,0,8,39,0,3,53,18,0,57,47,50,65,75,122
1,0,8,43,1,2,51,15,0,54,51,53,66,69,121
1,0,0,46,1,2,61,11,0,64,46,48,57,75,122
0,0,8,42,0,3,54,13,0,57,50,53,63,70,120
1,0,9,41,0,2,56,12,0,59,50,52,62,71,121
0,0,0,49,1,2,58,11,0,60,49,51,60,71,121
1,0,10,39,0,2,54,14,0,57,49,51,63,71,120
1,0,8,41,1,4,52,17,0,57,49,53,66,74,124
1,0,11,41,0,5,55,11,0,61,52,57,63,72,124
2,0,0,46,1,5,57,12,0,64,46,51,58,76,123
1,0,8,41,0,3,56,11,0,60,49,52,60,71,120
0,0,9,41,1,4,53,14,0,57,50,54,64,71,122
2,0,9,38,1,5,55,14,0,62,47,52,61,76,124
2,0,7,43,1,2,54,12,0,58,50,52,62,70,121
1,0,11,40,1,2,54,13,0,57,51,53,64,70,122
1,0,7,43,1,2,54,14,0,57,50,52,64,71,122
1,0,11,44,0,3,48,14,0,52,55,58,69,66,121
1,0,11,39,0,3,49,18,0,53,50,53,68,71,121
2,0,9,39,0,2,56,13,0,60,48,50,61,73,121
1,0,7,42,0,2,54,15,0,57,49,51,64,72,121
1,0,10,43,0,2,51,14,0,54,53,55,67,68,121
0,0,8,36,0,2,58,17,0,60,44,46,61,77,121
1,0,0,50,1,5,55,13,0,61,50,55,63,74,125
0,0,10,39,1,2,50,19,0,52,49,51,68,71,121
1,0,8,38,1,5,56,15,0,62,46,51,61,77,124
1,0,8,45,0,3,53,11,0,57,53,56,64,68,121
1,0,7,42,1,2,55,14,0,58,49,51,63,72,122
0,0,7,42,0,3,55,14,0,58,49,52,63,72,121
1,0,9,44,0,3,51,14,0,55,53,56,67,69,122
1,0,0,46,0,2,59,13,0,62,46,48,59,75,121
1,0,9,40,1,2,56,12,0,59,49,51,61,71,121
1,0,8,45,1,2,52,13,0,55,53,55,66,68,122
0,0,8,47,0,2,51,13,0,53,55,57,68,66,121
1,0,7,41,1,5,56,15,0,62,48,53,63,77,126
1,0,10,38,0,3,59,12,0,63,48,51,60,75,123
1,0,8,43,1,5,51,16,0,57,51,56,67,73,125
1,0,8,43,0,4,54,13,0,59,51,55,64,72,123
1,0,7,41,1,3,56,14,0,60,48,51,62,74,123
0,0,7,42,0,3,57,12,0,60,49,52,61,72,121
1,0,8,46,0,1,52,12,0,54,54,55,66,66,120
1,0,8,41,0,1,58,11,0,60,49,50,60,71,120
1,0,7,41,0,6,54,17,0,61,48,54,65,78,126
2,0,8,43,1,0,51,16,0,53,51,51,67,69,121
1,0,11,43,0,3,49,15,0,53,54,57,69,68,122
1,0,8,39,1,3,54,15,0,58,47,50,62,73,121
0,0,8,41,0,2,55,15,0,57,49,51,64,72,121
1,0,8,44,0,3,50,15,0,54,52,55,67,69,121
1,0,8,42,1,2,51,17,0,54,50,52,67,71,122
0,0,7,38,0,3,61,13,0,64,45,48,58,77,122
2,0,8,41,0,4,56,12,0,62,49,53,61,74,123
1,0,6,44,1,3,58,10,0,62,50,53,60,72,123
1,0,9,40,0,3,51,17,0,55,49,52,66,72,121
1,0,8,43,1,4,53,13,0,58,51,55,64,71,123
1,0,7,44,0,3,52,14,0,56,51,54,65,70,121
1,0,7,39,0,4,55,16,0,60,46,50,62,76,122
0,0,10,40,1,3,52,17,0,55,50,53,67,72,123
1,0,0,50,1,3,54,13,0,58,50,53,63,71,122
0,0,9,42,0,3,52,16,0,55,51,54,67,71,122
1,0,9,42,0,5,56,11,0,62,51,56,62,73,124
1,0,8,42,0,2,52,16,0,55,50,52,66,71,121
1,0,8,42,0,3,56,13,0,60,50,53,63,73,123
0,0,9,45,1,4,49,15,0,53,54,58,69,68,123
0,0,0,53,1,3,50,14,0,53,53,56,67,67,121
1,0,7,43,0,3,51,16,0,55,50,53,66,71,121
1,0,9,42,0,4,49,19,0,54,51,55,70,73,124
0,0,12,40,1,3,51,14,0,54,52,55,66,68,121
2,0,0,47,1,2,58,11,0,62,47,49,58,73,121
1,0,8,43,1,4,55,12,0,60,51,55,63,72,124
3,0,8,41,0,3,54,13,0,60,49,52,62,73,122
3,0,0,46,1,1,56,14,0,60,46,47,60,74,121
1,0,10,41,1,2,55,12,0,58,51,53,63,70,122
1,0,0,52,0,4,54,11,0,59,52,56,63,70,122
1,0,9,42,0,3,52,13,0,56,51,54,64,69,120
4,0,6,41,1,4,57,10,0,65,47,51,57,75,123
0,0,7,41,0,3,54,16,0,57,48,51,64,73,121
1,0,9,41,1,2,54,14,0,57,50,52,64,71,122
1,0,7,44,0,2,53,14,0,56,51,53,65,70,121
1,0,6,47,0,2,49,16,0,52,53,55,69,68,121
1,0,8,43,0,2,54,13,0,57,51,53,64,70,121
1,0,8,46,0,4,50,14,0,55,54,58,68,69,123
1,0,7,41,1,5,56,13,0,62,48,53,61,75,124
2,0,10,38,0,3,52,15,0,57,48,51,63,72,120
0,0,10,39,0,5,54,16,0,59,49,54,65,75,124
0,0,7,44,0,3,53,14,0,56,51,54,65,70,121
1,0,8,44,0,3,50,15,0,54,52,55,67,69,121
1,0,7,41,1,4,55,14,0,60,48,52,62,74,123
1,0,7,49,1,4,47,15,0,52,56,60,71,67,124
1,0,8,44,0,2,51,14,0,54,52,54,66,68,120
1,0,10,42,0,3,56,9,0,60,52,55,61,69,121
0,0,0,49,1,3,53,16,0,56,49,52,65,72,122
0,0,7,44,1,4,55,13,0,59,51,55,64,72,124
1,0,7,42,0,2,58,11,0,61,49,51,60,72,121
2,0,7,40,1,4,59,11,0,65,47,51,58,76,124
1,0,12,36,1,4,54,13,0,59,48,52,61,72,121
2,0,0,49,1,3,56,12,0,61,49,52,61,73,123
2,0,7,43,0,4,49,16,0,55,50,54,66,71,121
0,0,7,43,0,2,53,15,0,55,50,52,65,70,120
0,0,8,41,1,2,51,18,0,53,49,51,67,71,121
1,0,8,44,1,4,55,10,0,60,52,56,62,70,123
1,0,10,46,1,3,49,14,0,53,56,59,70,67,124
1,0,8,42,1,4,56,9,0,61,50,54,59,70,121
1,0,9,44,0,2,51,13,0,54,53,55,66,67,120
1,0,7,37,0,3,58,14,0,62,44,47,58,76,120
0,0,8,40,0,4,57,14,0,61,48,52,62,75,123
0,0,8,47,0,3,52,12,0,55,55,58,67,67,122
1,0,7,46,1,2,54,10,0,57,53,55,63,67,121
1,0,8,42,1,4,52,15,0,57,50,54,65,72,123
1,0,9,45,0,3,52,11,0,56,54,57,65,67,121
1,0,6,47,0,4,54,11,0,59,53,57,64,70,123
1,0,6,44,1,4,52,13,0,57,50,54,63,70,121
0,0,7,39,1,2,58,14,0,60,46,48,60,74,121
1,0,10,40,1,0,53,17,0,54,50,50,67,71,122
1,0,8,41,0,3,55,12,0,59,49,52,61,71,120
1,0,0,43,1,4,61,13,0,66,43,47,56,79,123
1,0,6,45,0,5,52,15,0,58,51,56,66,73,124
1,0,10,38,0,4,52,18,0,57,48,52,66,75,123
1,0,8,43,1,4,54,11,0,59,51,55,62,70,122
1,0,9,44,1,4,53,11,0,58,53,57,64,69,123
1,0,8,45,0,2,51,15,0,54,53,55,68,69,122
1,0,8,45,0,2,51,14,0,54,53,55,67,68,121
1,0,7,43,0,1,57,12,0,59,50,51,62,71,121
1,0,6,41,0,2,58,13,0,61,47,49,60,74,121
1,0,6,43,0,2,54,15,0,57,49,51,64,72,121
0,0,11,41,1,4,54,13,0,58,52,56,65,71,124
1,0,9,44,1,3,50,13,0,54,53,56,66,67,121
1,0,7,43,1,4,51,14,0,56,50,54,64,70,121
1,0,7,50,1,4,48,14,0,53,57,61,71,67,125
2,0,8,39,0,3,57,12,0,62,47,50,59,74,121
1,0,10,43,0,3,51,12,0,55,53,56,65,67,120
1,0,8,41,1,2,56,13,0,59,49,51,62,72,122
1,0,9,39,0,2,54,16,0,57,48,50,64,73,121
1,0,6,47,1,3,55,11,0,59,53,56,64,70,124
0,0,7,43,1,3,56,13,0,59,50,53,63,72,123
1,0,8,43,1,2,55,11,0,58,51,53,62,69,121
0,0,7,42,0,3,54,15,0,57,49,52,64,72,121
1,0,8,41,1,2,57,12,0,60,49,51,61,72,122
1,0,8,43,1,3,49,16,0,53,51,54,67,69,121
1,0,0,50,0,3,54,13,0,58,50,53,63,71,121
1,0,6,45,0,5,54,13,0,60,51,56,64,73,124
1,0,8,38,0,5,59,13,0,65,46,51,59,78,124
3,0,0,48,0,3,55,11,0,61,48,51,59,72,120
0,0,11,42,0,4,52,14,0,56,53,57,67,70,123
1,0,8,44,0,3,50,14,0,54,52,55,66,68,120
1,0,9,41,1,3,58,11,0,62,50,53,61,73,124
1,0,9,43,1,3,53,12,0,57,52,55,64,69,122
1,0,7,46,1,2,51,14,0,54,53,55,67,68,122
1,0,9,44,1,1,54,11,0,56,53,54,64,67,121
1,0,10,41,0,3,54,12,0,58,51,54,63,70,121
1,0,13,37,1,3,52,16,0,56,50,53,66,72,123
1,0,7,44,1,3,54,11,0,58,51,54,62,69,121
0,0,8,44,0,2,52,15,0,54,52,54,67,69,121
1,0,10,37,0,3,54,17,0,58,47,50,64,75,122
1,0,8,41,0,3,56,13,0,60,49,52,62,73,122
1,0,8,42,1,3,53,14,0,57,50,53,64,71,122
1,0,14,41,0,3,49,14,0,53,55,58,69,67,122
4,0,9,39,0,3,53,13,0,60,48,51,61,73,121
1,0,9,44,1,3,51,13,0,55,53,56,66,68,122
1,0,6,51,1,3,50,12,0,54,57,60,69,66,124
1,0,9,44,0,3,54,10,0,58,53,56,63,68,121
1,0,6,42,0,3,54,16,0,58,48,51,64,74,122
1,0,6,43,1,4,51,17,0,56,49,53,66,73,123
1,0,8,46,0,3,49,13,0,53,54,57,67,66,120
2,0,0,40,0,5,55,18,0,62,40,45,58,80,120
1,0,7,45,0,3,53,12,0,57,52,55,64,69,121
1,0,8,42,1,2,52,16,0,55,50,52,66,71,122
1,0,7,45,1,3,52,14,0,56,52,55,66,70,123
1,0,0,43,0,3,62,13,0,66,43,46,56,79,122
1,0,7,41,1,2,56,13,0,59,48,50,61,72,121
2,0,10,38,1,4,54,15,0,60,48,52,63,75,124
1,0,8,43,0,0,56,13,0,57,51,51,64,70,121
1,0,10,42,1,3,48,16,0,52,52,55,68,68,121
0,0,7,41,0,5,57,10,0,62,48,53,58,72,120
1,0,0,47,0,3,57,13,0,61,47,50,60,74,121
0,0,0,49,1,3,58,12,0,61,49,52,61,73,123
1,0,6,49,1,2,50,12,0,53,55,57,67,65,121
0,0,8,47,0,4,52,12,0,56,55,59,67,68,123
1,0,12,35,0,3,55,16,0,59,47,50,63,75,122
1,0,10,39,1,4,52,16,0,57,49,53,65,73,123
2,0,0,48,1,4,55,14,0,61,48,52,62,75,124
1,0,8,40,1,4,59,11,0,64,48,52,59,75,124
1,0,9,44,0,2,53,13,0,56,53,55,66,69,122
1,0,7,44,1,3,50,14,0,54,51,54,65,68,120
1,0,13,41,1,4,48,15,0,53,54,58,69,68,123
1,0,8,43,1,3,53,13,0,57,51,54,64,70,122
1,0,9,43,0,3,53,12,0,57,52,55,64,69,121
2,0,9,39,1,2,55,13,0,59,48,50,61,72,121
1,0,0,47,1,5,52,15,0,58,47,52,62,73,121
0,0,7,42,0,3,52,17,0,55,49,52,66,72,121
0,0,13,40,0,2,53,13,0,55,53,55,66,68,121
1,0,7,43,0,5,57,10,0,63,50,55,60,73,123
1,0,10,42,1,6,50,16,0,57,52,58,68,73,126
1,0,7,45,0,2,54,12,0,57,52,54,64,69,121
0,0,9,41,0,2,47,21,0,49,50,52,71,70,120
0,0,11,39,0,5,56,12,0,61,50,55,62,73,123
0,0,8,35,1,2,60,15,0,62,43,45,58,77,121
1,0,0,49,1,3,58,11,0,62,49,52,60,73,123
1,0,0,43,1,6,61,14,0,68,43,49,57,82,126
1,0,0,50,1,5,51,14,0,57,50,55,64,71,122
1,0,11,38,0,4,53,16,0,58,49,53,65,74,123
1,0,11,40,1,2,52,13,0,55,51,53,64,68,120
1,0,7,46,0,2,51,14,0,54,53,55,67,68,121
2,0,12,36,1,3,58,11,0,63,48,51,59,74,123
1,0,6,44,0,2,56,12,0,59,50,52,62,71,121
1,0,7,46,0,0,54,12,0,55,53,53,65,67,120
2,0,6,48,0,4,54,9,0,60,54,58,63,69,123
1,0,6,46,1,1,53,13,0,55,52,53,65,68,121
10,0,8,39,0,5,46,15,0,61,47,52,62,76,123
2,0,6,45,0,4,48,17,0,54,51,55,68,71,122
1,0,0,47,1,2,59,13,0,62,47,49,60,75,123
1,0,10,40,0,2,54,14,0,57,50,52,64,71,121
1,0,6,44,1,5,54,10,0,60,50,55,60,70,121
0,0,6,49,0,4,54,9,0,58,55,59,64,67,122
1,0,9,44,1,3,52,14,0,56,53,56,67,70,124
2,0,10,42,0,3,47,17,0,52,52,55,69,69,121
1,0,8,41,1,3,55,12,0,59,49,52,61,71,121
1,0,8,41,0,5,55,13,0,61,49,54,62,74,123
0,0,10,38,1,2,59,11,0,61,48,50,59,72,121
1,0,6,44,0,3,51,16,0,55,50,53,66,71,121
1,0,7,46,1,3,50,15,0,54,53,56,68,69,123
1,0,6,46,1,4,57,9,0,62,52,56,61,71,124
1,0,9,41,0,1,53,15,0,55,50,51,65,70,120
1,0,11,39,1,3,54,15,0,58,50,53,65,73,124
2,0,8,43,0,3,50,15,0,55,51,54,66,70,121
0,0,7,45,0,4,52,14,0,56,52,56,66,70,122
1,0,7,40,1,3,59,11,0,63,47,50,58,74,122
0,0,0,43,1,1,62,14,0,63,43,44,57,77,121
1,0,7,45,0,2,52,13,0,55,52,54,65,68,120
0,0,9,41,0,4,51,17,0,55,50,54,67,72,122
1,0,9,42,1,4,55,12,0,60,51,55,63,72,124
2,0,9,43,1,2,51,13,0,55,52,54,65,68,121
1,0,8,40,1,3,56,15,0,60,48,51,63,75,124
1,0,8,41,0,5,52,16,0,58,49,54,65,74,123
4,0,7,44,0,3,53,11,0,60,51,54,62,71,122
1,0,9,41,1,2,53,14,0,56,50,52,64,70,121
1,0,0,50,0,4,55,13,0,60,50,54,63,73,123
1,0,8,42,1,5,52,16,0,58,50,55,66,74,125
0,0,0,51,1,3,53,14,0,56,51,54,65,70,122
1,0,7,50,0,4,48,13,0,53,57,61,70,66,123
1,0,8,44,0,3,45,22,0,49,52,55,74,71,123
1,0,10,39,1,3,51,17,0,55,49,52,66,72,122
1,0,7,42,1,5,60,9,0,66,49,54,58,75,125
2,0,9,40,0,3,54,13,0,59,49,52,62,72,121
1,0,0,46,0,4,54,17,0,59,46,50,63,76,122
1,0,0,48,0,2,53,17,0,56,48,50,65,73,121
2,0,8,40,1,0,56,14,0,58,48,48,62,72,121
1,0,8,43,0,2,51,15,0,54,51,53,66,69,120
1,0,7,45,1,5,48,19,0,54,52,57,71,73,126
2,0,9,44,1,4,51,13,0,57,53,57,66,70,124
1,0,7,45,0,4,52,12,0,57,52,56,64,69,121
1,0,0,47,0,5,55,15,0,61,47,52,62,76,123
1,0,0,44,1,2,52,20,0,55,44,46,64,75,120
1,0,8,43,1,4,57,10,0,62,51,55,61,72,124
1,0,8,43,0,4,52,14,0,57,51,55,65,71,122
1,0,8,41,0,2,55,13,0,58,49,51,62,71,120
1,0,7,44,0,4,52,12,0,57,51,55,63,69,120
0,0,7,44,1,5,55,13,0,60,51,56,64,73,125
1,0,10,39,1,3,56,13,0,60,49,52,62,73,123
0,0,8,44,0,2,54,12,0,56,52,54,64,68,120
1,0,0,44,0,1,59,16,0,61,44,45,60,77,121
1,0,8,42,1,2,54,14,0,57,50,52,64,71,122
1,0,9,41,0,3,55,11,0,59,50,53,61,70,120
1,0,9,42,0,4,52,16,0,57,51,55,67,73,124
1,0,9,40,0,2,57,12,0,60,49,51,61,72,121
0,0,0,47,0,4,57,15,0,61,47,51,62,76,123
1,0,11,38,1,2,55,14,0,58,49,51,63,72,122
1,0,8,40,1,3,55,15,0,59,48,51,63,74,123
0,0,9,40,0,2,50,19,0,52,49,51,68,71,120
0,0,0,45,0,3,59,15,0,62,45,48,60,77,122
1,0,9,42,0,4,57,11,0,62,51,55,62,73,124
0,0,10,43,1,4,54,12,0,58,53,57,65,70,124
1,0,8,43,1,2,52,15,0,55,51,53,66,70,122
1,0,10,40,1,2,54,13,0,57,50,52,63,70,121
1,0,8,42,1,3,54,14,0,58,50,53,64,72,123
1,0,10,44,0,2,51,12,0,54,54,56,66,66,120
1,0,7,42,0,3,57,12,0,61,49,52,61,73,122
3,0,9,40,1,4,52,14,0,59,49,53,63,73,123
0,0,11,41,1,2,53,13,0,55,52,54,65,68,121
1,0,11,44,0,2,49,13,0,52,55,57,68,65,120
