"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"February 13, 2018",Illinois,Chicago,"100 W Randolph St",1,0,N/A
"February 13, 2018",Tennessee,Nashville,"803 Dickerson Pike",0,0,N/A
"February 13, 2018",California,Redlands,"1601 Barton Rd",1,0,N/A
"February 13, 2018",Tennessee,Memphis,N/A,0,0,N/A
"February 13, 2018",Tennessee,Memphis,"Ford Rd and King Rd",0,1,N/A
"February 13, 2018",Tennessee,Columbia,"505 N Garden St",0,0,N/A
"February 13, 2018",Tennessee,Memphis,"3717 Robin Park Cir",1,0,N/A
"February 13, 2018",Illinois,"Calumet City","Hirsch Ave and Sibley Blvd",1,0,N/A
"February 13, 2018",Utah,"Salt Lake City","5683 S Redwood Rd",0,1,N/A
"February 13, 2018",Tennessee,Morristown,"3415 Dedra St",0,1,N/A
"February 13, 2018",California,"San Diego","4th St and E St",0,0,N/A
"February 13, 2018",Wisconsin,Milwaukee,"3272 N 24TH ST",0,0,N/A
"February 13, 2018",Arkansas,"Fort Smith","200 block of S 12th St",0,0,N/A
"February 13, 2018","North Dakota",Fargo,"85 Center St",0,0,N/A
"February 13, 2018",Florida,"Cocoa Beach","5450 N Atlantic Ave",0,0,N/A
"February 13, 2018",Massachusetts,"Fall River","Webster St",0,0,N/A
"February 13, 2018",Virginia,Portsmouth,"Portsmouth Blvd and Des Moines Ave",1,0,N/A
"February 13, 2018",California,Willits,"US 101",1,0,N/A
"February 13, 2018","New York","Grand Island",I-190,0,0,N/A
"February 13, 2018",Arkansas,"Little Rock","9800 block of Woodland Drive",0,0,N/A
"February 13, 2018","New York",Buffalo,"600 block of Orleans St",0,1,N/A
"February 13, 2018",Arkansas,"West Memphis","3900 block of Park Plaza",1,0,N/A
"February 13, 2018","New York",Wallkill,"6 Langton Mews",0,0,N/A
"February 13, 2018",Tennessee,Memphis,"Elvis Presley Blvd and E Alcy Rd",1,1,N/A
"February 13, 2018",Indiana,Elkhart,"400 W Franklin St",0,0,N/A
"February 13, 2018",Illinois,Chicago,"1600 E 75th St",0,1,N/A
"February 13, 2018",Florida,Jacksonville,"2860 Forest Blvd",0,0,N/A
"February 13, 2018","North Carolina","Bessemer City","500 block of Capps Rd",0,1,N/A
"February 13, 2018","North Carolina",Charlotte,"1241 Charlottetowne Ave",0,0,N/A
"February 13, 2018",Florida,Cantonment,"1000 W Kingsfield Rd",0,0,N/A
"February 13, 2018","North Carolina",Charlotte,N/A,0,0,N/A
"February 13, 2018",Ohio,Dayton,"2900 block of Moraine Ave",0,0,N/A
"February 13, 2018",Wisconsin,Milwaukee,"N 92ND ST AND  W BIRCH AVE",0,0,N/A
"February 13, 2018",Washington,Spokane,"S Jefferson St and W Sprague Ave",0,1,N/A
"February 13, 2018",Wisconsin,Milwaukee,"4440 W FOREST HOME AVE",0,0,N/A
"February 13, 2018",Ohio,Lakemore,"1200 Main St",0,2,N/A
"February 13, 2018",Illinois,Chicago,"3800 S Princeton Ave",0,1,N/A
"February 13, 2018",Wisconsin,Milwaukee,"1200 E SINGER CR",0,0,N/A
"February 13, 2018",Missouri,Independence,"East 47th Street and Otter Road",0,1,N/A
"February 13, 2018",Ohio,Akron,"Herberich St and Lovers Ln",1,0,N/A
"February 13, 2018",Illinois,Chicago,"6700 S Justine St",0,1,N/A
"February 13, 2018",Florida,Gainesville,"3361 SW 41st Pl",2,0,N/A
"February 13, 2018",Washington,Seattle,"1200 block of S Cloverdale St",0,0,N/A
"February 13, 2018",California,Oakhurst,"50000 block of Road 620",0,0,N/A
"February 13, 2018",California,Hemet,"1700 block of S State St",0,1,N/A
"February 13, 2018",Kentucky,Louisville,"1600 block of Brashear Drive",0,1,N/A
"February 13, 2018",Florida,Melbourne,"1301 University Blvd",0,0,N/A
"February 13, 2018",California,"Garden Grove","Brookhurst Ave and Westminster Ave",0,0,N/A
"February 13, 2018",Wisconsin,Milwaukee,"N Teutonia Ave and W Capitol Dr",0,1,N/A
"February 13, 2018",California,"Kettleman City","200 block of Maud St",1,0,N/A
"February 13, 2018",California,Kerman,"Siskiyou and Jensen Ave",0,0,N/A
"February 13, 2018",Wisconsin,"Madison (Fitchburg)","2800 block of Coho St",0,0,N/A
"February 13, 2018",Alabama,Millbrook,"3100 block of Oliver Drive",0,2,N/A
"February 13, 2018",Wisconsin,"Sun Prairie","1516 W Main St",0,0,N/A
"February 13, 2018",Illinois,Chicago,"5300 S Bishop St",0,1,N/A
"February 13, 2018",Illinois,Chicago,"8400 S Martin Luther King Dr",0,1,N/A
"February 13, 2018",Illinois,Chicago,"7000 S Artesian Ave",0,1,N/A
"February 13, 2018",Louisiana,Rayne,"Bailey Street",0,1,N/A
