"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"December 22, 2017","South Carolina",Mullins,"Church St",1,0,N/A
"December 22, 2017",Tennessee,Memphis,"Boyce Ave",1,0,N/A
"December 22, 2017",Virginia,Danville,"Ross St",1,0,N/A
"December 22, 2017","New York",Guilford,"CR 35",1,0,N/A
"December 22, 2017",Florida,Miami,"NW 14th Ave and NW 81st St",1,0,N/A
"December 22, 2017","North Carolina",Jacksonville,"531 Richlands Hwy",1,0,N/A
"December 22, 2017",Georgia,"Atlanta (College Park)","5065 Old National Hwy",3,0,N/A
"December 22, 2017",Indiana,Evansville,"906 Bellemeade Ave",1,0,N/A
"December 22, 2017","North Carolina",Charlotte,"10800 block of Dapple Gray Ln",2,0,N/A
"December 22, 2017","North Carolina",Trinity,"4873 NC Hwy 62",1,0,N/A
"December 22, 2017",Louisiana,Crowley,"Dejean Circle",1,2,N/A
"December 22, 2017",Mississippi,Jackson,"700 block of Lindsey Drive",1,0,N/A
"December 22, 2017",Michigan,Saginaw,"1400 Court St",1,0,N/A
"December 22, 2017",Ohio,Columbus,"2900 block of Cleveland Ave",1,0,N/A
"December 22, 2017",Maryland,Aquasco,"15500 block of Saint Phillips Rd",1,0,N/A
"December 22, 2017",Pennsylvania,Philadelphia,"3100 block of N 13th St",1,0,N/A
"December 22, 2017",Minnesota,"Saint Cloud","500 block of 8th Ave N",2,0,N/A
"December 22, 2017",Missouri,"Saint Louis","4200 block of John Ave",3,0,N/A
"December 22, 2017",Pennsylvania,Harrisburg,"17th St and Mulberry St",1,1,N/A
"December 22, 2017",Pennsylvania,Bethlehem,"1543 Dennis St",2,0,N/A
"December 22, 2017",Washington,Seattle,"555 16th Ave",2,0,N/A
"December 22, 2017",Pennsylvania,Saegertown,"PA 138",1,0,N/A
"December 22, 2017",Florida,Hialeah,"2603 W 60th Pl",1,0,N/A
"December 22, 2017",Florida,"Fort Lauderdale (Sunrise)","8200 block of Sunrise Lakes Blvd",1,1,N/A
"December 22, 2017",California,Modesto,"1700 block of Vernon",1,0,N/A
"December 22, 2017",California,Oakland,"600 block of 85th  Avenue",1,0,N/A
"December 22, 2017",Virginia,Reston,"2600 block of Black Fir Ct",2,1,N/A
"December 22, 2017","North Carolina",Burlington,"Perry Cir",1,0,N/A
"December 22, 2017",Idaho,Pocatello,"1500 block of Homer Dr",1,0,N/A
"December 22, 2017",Michigan,Detroit,"Cadieux Rd and Morang Ave",1,2,N/A
"December 22, 2017",Nevada,"Las Vegas","4323 Del Santos Ave",3,0,N/A
"December 22, 2017",Texas,Dallas,"4800 block of Dolphin Rd",1,0,N/A
"December 22, 2017",Pennsylvania,Darby,"Greenway Ave and N 6th St",1,0,N/A
"December 21, 2017","New York",Brooklyn,"520 Gates Ave",1,0,N/A
"December 21, 2017",Michigan,"Muskegon (Muskegon Heights)","3300 block of Jefferson St",1,1,N/A
"December 21, 2017",Texas,"Missouri City","15503 Gateview Ln",1,0,N/A
"December 21, 2017",Colorado,Greeley,"2 Rivers Pkwy and W 37th St",1,0,N/A
"December 21, 2017",Florida,Miami,"NW 167th St and 57th Ave",1,0,N/A
"December 21, 2017",Florida,Tampa,"3901 E Hillsborough Ave",1,0,N/A
"December 21, 2017",Florida,Jacksonville,N/A,1,0,N/A
"December 21, 2017",Georgia,Macon,"Lions Pl",1,0,N/A
"December 21, 2017",Florida,Odessa,"FL 54 and Suncoast Pkwy",1,0,N/A
"December 21, 2017",Colorado,Denver,"19000 block of E 46th Ave",1,0,N/A
"December 21, 2017",Washington,Vancouver,"9211 NE 15th Ave",2,0,N/A
"December 21, 2017",California,Ukiah,"650 S State St",1,0,N/A
"December 21, 2017",Indiana,Richmond,"815 N E St",1,0,N/A
"December 21, 2017",Tennessee,Nashville,"2610 Clarksville Hwy",1,1,N/A
"December 21, 2017",Texas,Seguin,"2390 Vivroux Ranch Rd",2,0,N/A
"December 21, 2017",Texas,Schertz,"125 Nu Pecan Grove",2,0,N/A
"December 21, 2017",Alabama,"Hazel Green","100 Brier Fork Rd",1,0,N/A
"December 21, 2017",Pennsylvania,Philadelphia,"1800 block of East Atlantic Street",1,0,N/A
"December 21, 2017","South Carolina",Lancaster,"1133 Faile St",1,0,N/A
"December 21, 2017",Illinois,Chicago,"6600 S Halsted St",1,0,N/A
"December 21, 2017",Texas,"San Antonio","Gorman and N Pine",1,0,N/A
"December 21, 2017","North Carolina",Morganton,"3931 US Hwy 64",1,0,N/A
"December 21, 2017",Ohio,Youngstown,"100 block of E Judson Ave",1,0,N/A
"December 21, 2017","New Jersey",Trenton,"300 block of Mulberry St",1,0,N/A
"December 21, 2017",Florida,Jacksonville,"3000 block of 4th St Cir",1,1,N/A
"December 21, 2017",Illinois,Chicago,"1300 S Kildare Ave",1,0,N/A
"December 21, 2017",Pennsylvania,Philadelphia,"6600 block of Dorel St",1,3,N/A
"December 21, 2017",Alabama,Mobile,"Felix Street",2,0,N/A
"December 21, 2017",Pennsylvania,Philadelphia,"5200 block of Woodland Ave",1,0,N/A
"December 21, 2017","New York","Staten Island","Trantor Pl",1,0,N/A
"December 21, 2017","South Carolina",Inman,"Stevens Ct",1,0,N/A
"December 20, 2017","North Carolina",Burlington,"621 Ross St",1,0,N/A
"December 20, 2017",Ohio,Cincinnati,"3200 Burnet Ave",1,1,N/A
"December 20, 2017",Mississippi,Poplarville,"US 11 and MS 26",1,0,N/A
"December 20, 2017",Mississippi,"Silver Creek","Billy Davis Road",1,0,N/A
"December 20, 2017",Alabama,Montgomery,"2000 block of Coliseum Boulevard",1,1,N/A
"December 20, 2017",Oregon,"Cave Junction",N/A,1,0,N/A
"December 20, 2017",Florida,Jacksonville,"1591 Lane Ave S",1,0,N/A
"December 20, 2017",Washington,Okanogan,"2255 Elmway Ave",1,0,N/A
"December 20, 2017","New York",Brooklyn,"S 2nd St and Havermayer St",1,1,N/A
"December 20, 2017",Alaska,Anchorage,"2000 block of Salmonberry Place",1,0,N/A
"December 20, 2017",Indiana,"Fort Wayne","5511 Webster St",1,0,N/A
"December 20, 2017",California,Oceanside,"3100 block of Roselle Ave",1,0,N/A
"December 20, 2017",Georgia,Columbus,"2241 Fort Benning Road",1,3,N/A
"December 20, 2017",California,"Los Angeles",N/A,1,0,N/A
"December 20, 2017",Maryland,Baltimore,"800 block of W Lexington St",1,0,N/A
"December 20, 2017","South Carolina",Columbia,"2219 Broad River Road",2,0,N/A
"December 20, 2017",California,"Santa Rosa","Guerneville Rd",1,0,N/A
"December 20, 2017",Indiana,Indianapolis,"4100 Newburgh Dr",1,0,N/A
"December 20, 2017",Ohio,Cleveland,"10600 block of Elgin Ave",1,0,N/A
"December 20, 2017",Ohio,Warren,"Summit St NW and Mahoning Ave",1,0,N/A
"December 20, 2017",Arizona,Yuma,N/A,1,0,N/A
"December 20, 2017","New Mexico",Farmington,"US 64 and Hines Rd",1,0,N/A
"December 20, 2017","South Carolina",Simpsonville,"216 Willow Lane",1,0,N/A
"December 20, 2017",Ohio,Miamisburg,"10800 Valette Cir W",1,0,N/A
"December 20, 2017",Alabama,Montgomery,"1400 block of Foster Street",1,0,N/A
"December 20, 2017",Alabama,Birmingham,"Avenue W and 1st Street",1,0,N/A
"December 20, 2017",Pennsylvania,Clairton,"2000 block of Polk Ave",1,0,N/A
"December 20, 2017",Georgia,Macon,"800 block of Green Oak Terrace",1,0,N/A
"December 20, 2017",Georgia,Decatur,"1000 block of Holcomb Road",1,0,N/A
"December 20, 2017","North Carolina",Raleigh,"2410 Rock Quarry Road",1,0,N/A
"December 20, 2017",Mississippi,Gulfport,"1500 block of 20th Street",1,0,N/A
"December 20, 2017",Arizona,Phoenix,"55th and Osborn",1,0,N/A
"December 20, 2017",California,Fresno,"2900 block of E Michigan",1,0,N/A
"December 20, 2017",Minnesota,"Saint Paul","400 W Michigan St",1,0,N/A
"December 20, 2017","North Carolina",Goldsboro,"1100 block of N James St",1,0,N/A
"December 20, 2017",Maine,Lebanon,"Shapleigh Rd",1,0,N/A
"December 20, 2017",Mississippi,Natchez,"Lower Woodville Rd",1,2,N/A
"December 20, 2017","New Jersey",Linden,"800 block of Cleveland Ave",1,0,N/A
"December 20, 2017",Ohio,Columbus,"2539 Courtwright Rd",1,0,N/A
"December 20, 2017",Texas,Houston,"5230 Ridgestone St",1,0,N/A
"December 20, 2017",Ohio,Columbus,"2031 Lockbourne Rd",1,0,N/A
"December 20, 2017",California,"San Diego","3700 block of Roselle Ave",1,0,N/A
"December 19, 2017",Texas,"The Colony","5500 block of Rice St",1,0,N/A
"December 19, 2017",Washington,Kirkland,"11010 NE 124th Ln",1,0,N/A
"December 19, 2017",Florida,"West Palm Beach (Singer Island)","1248 Surf St",2,0,N/A
"December 19, 2017",Arizona,Glendale,"Beardsley Rd and 67th Ave",1,0,N/A
"December 19, 2017",Maryland,Joppa,"1900 block of Atkisson Rd",1,0,N/A
"December 19, 2017",Arkansas,Mulberry,"100 block of Reynolds St",1,0,N/A
"December 19, 2017",Wisconsin,Milwaukee,"4100 block of N 16th St",1,0,N/A
"December 19, 2017",Georgia,"Forest Park","4000 Block of Jonesboro Rd",1,0,N/A
"December 19, 2017",Oklahoma,"Oklahoma City","NW 10th St and N Blackwelder Ave",1,0,N/A
"December 19, 2017","New York","New York (Manhattan)","729 Seventh Ave",1,0,N/A
"December 19, 2017",Kentucky,Hudson,"484 Centerview-Rough River Road",2,0,N/A
"December 19, 2017",Michigan,Lansing,"2700 block of Marion Avenue",2,0,N/A
"December 19, 2017",Louisiana,"New Orleans","1000 block of Odeon Avenue",1,0,N/A
"December 19, 2017",Washington,Moxee,"500 block of Chappel Ln",1,0,N/A
"December 19, 2017",Washington,Redmond,"16000 block of Cleveland St",2,0,N/A
"December 19, 2017",Florida,Orlando,"7618 Forest City Rd",1,1,N/A
"December 19, 2017",Tennessee,Nashville,"5445 Nolensville Pike",1,0,N/A
"December 19, 2017",Tennessee,Nashville,"22nd Ave N",1,0,N/A
"December 19, 2017",Missouri,Joplin,"S Grand Ave",1,0,N/A
"December 19, 2017",Pennsylvania,Pittsburgh,"Bates St and 2nd Ave",1,0,N/A
"December 19, 2017",Illinois,Maywood,"1111 Madison St",1,1,N/A
"December 19, 2017","New York","Corona (Queens)","125th St and 95th Ave",1,0,N/A
"December 19, 2017",Washington,Spokane,"2015 10th Ave",1,1,N/A
"December 19, 2017",Mississippi,Jayess,"Frog Ridge Rd",1,1,N/A
"December 19, 2017",Nevada,"Las Vegas","3644 S Fort Apache Rd",1,0,N/A
"December 19, 2017",Florida,Jacksonville,"8255 Dix Ellis Trl",1,0,N/A
"December 19, 2017",Kentucky,Elizabethtown,"1111 N Dixie Hwy",1,0,N/A
"December 19, 2017",Missouri,Liberty,"Stewart Rd and Wilshire Blvd",2,0,N/A
"December 19, 2017",Alabama,Gardendale,"700 block of Twin Ridge Dr",1,0,N/A
"December 19, 2017",Louisiana,Abbeville,"Schlessinger Street",1,0,N/A
"December 19, 2017",Florida,"Lake Worth (Lantana)","1000 block of Florence Rd",1,1,N/A
"December 19, 2017",Georgia,Atlanta,"100 block of Forsyth Street",1,0,N/A
"December 19, 2017",Georgia,"Swainsboro (Blundale)",N/A,1,0,N/A
"December 19, 2017",Georgia,Decatur,"4460 Glenwood Rd",1,0,N/A
"December 19, 2017",Connecticut,Plainfield,"Deibler Ln and Black Hill Rd",1,0,N/A
"December 19, 2017",Maine,Millinocket,"355 Massachusetts Ave",1,1,N/A
"December 19, 2017",Nevada,"Las Vegas","3600 block of Starbright Ln",1,0,N/A
"December 19, 2017",Massachusetts,Boston,"344 Bowdoin St",1,0,N/A
"December 18, 2017",California,Richmond,"2200 Hilltop Mall Rd",1,0,N/A
"December 18, 2017",Georgia,"West Point","1301 Ave K",1,0,N/A
"December 18, 2017",Georgia,Macon,"241 Riley Ave",1,1,N/A
"December 18, 2017",Michigan,"Oak Park","23000 block of Avon Road",1,0,N/A
"December 18, 2017",Nevada,"Las Vegas","3500 block of Villas Knolls North Dr",1,0,N/A
"December 18, 2017",Virginia,"Newport News","12800 block of Tahiska Ln",1,0,N/A
"December 18, 2017",Maryland,Baltimore,"4700 block of Midwood Ave",1,0,N/A
"December 18, 2017",Pennsylvania,Philadelphia,"6000 block of Oxford St",1,0,N/A
"December 18, 2017",Pennsylvania,"Willow Street","Westbridge Ct",1,0,N/A
"December 18, 2017",California,"San Jose","5 S 1st St",1,0,N/A
"December 18, 2017",Missouri,"Kansas City","1500 block of E 97th St",1,0,N/A
"December 18, 2017",Georgia,Columbus,"3900 Block of Curry St",1,0,N/A
"December 18, 2017",Tennessee,Memphis,"Vandalia St and Yale Ave",1,1,N/A
