date,variable,strat,type,bottom,top,lower,upper,median,mean,sd
2020-05-02,reported_cases,NA,positivity-adjusted reported cases,2,14,4,9,9,9.013,3.9614081067907074
2020-05-03,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,8,8.02075,3.6499520510540613
2020-05-04,reported_cases,NA,positivity-adjusted reported cases,3,15,5,10,9,9.72375,4.124522864491714
2020-05-05,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,10,10.04725,4.268907744474306
2020-05-06,reported_cases,NA,positivity-adjusted reported cases,4,17,6,11,10,10.30675,4.329184668904108
2020-05-07,reported_cases,NA,positivity-adjusted reported cases,2,15,5,10,9,9.6725,4.153258496534349
2020-05-08,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.86925,4.232568144256385
2020-05-09,reported_cases,NA,positivity-adjusted reported cases,2,15,5,10,9,9.67375,4.271752907850176
2020-05-10,reported_cases,NA,positivity-adjusted reported cases,2,13,5,9,8,8.243,3.6874585201171275
2020-05-11,reported_cases,NA,positivity-adjusted reported cases,2,15,5,10,9,9.6625,4.170364700530861
2020-05-12,reported_cases,NA,positivity-adjusted reported cases,2,15,5,10,9,9.67,4.1845522603266465
2020-05-13,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.74125,4.267182987658549
2020-05-14,reported_cases,NA,positivity-adjusted reported cases,2,15,6,10,8,8.92075,4.0386937491347155
2020-05-15,reported_cases,NA,positivity-adjusted reported cases,2,14,6,10,8,8.8085,3.82269289837005
2020-05-16,reported_cases,NA,positivity-adjusted reported cases,3,14,5,9,8,8.43275,3.7689559157243626
2020-05-17,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.0335,3.4443930831029914
2020-05-18,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,8,8.06675,3.6454926747574774
2020-05-19,reported_cases,NA,positivity-adjusted reported cases,1,13,5,9,8,8.088,3.8237954120007793
2020-05-20,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,7,7.886,3.6932931245063507
2020-05-21,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.1555,3.4158800929192905
2020-05-22,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,6.98225,3.385232619403262
2020-05-23,reported_cases,NA,positivity-adjusted reported cases,1,11,3,7,6,6.66975,3.269152302462241
2020-05-24,reported_cases,NA,positivity-adjusted reported cases,1,10,2,5,5,5.5925,2.959921288397443
2020-05-25,reported_cases,NA,positivity-adjusted reported cases,1,11,2,6,6,6.3575,3.165548755702743
2020-05-26,reported_cases,NA,positivity-adjusted reported cases,2,11,4,7,6,6.2925,3.133751561581171
2020-05-27,reported_cases,NA,positivity-adjusted reported cases,2,11,4,7,6,6.228,3.08923968808874
2020-05-28,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.66525,2.8670101803697148
2020-05-29,reported_cases,NA,positivity-adjusted reported cases,1,9,3,6,5,5.49675,2.8254177007649592
2020-05-30,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.44,2.878015069919835
2020-05-31,reported_cases,NA,positivity-adjusted reported cases,1,8,1,4,4,4.58125,2.5170384001991346
2020-06-01,reported_cases,NA,positivity-adjusted reported cases,1,9,3,6,5,5.4145,2.822442434368473
2020-06-02,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.3975,2.7975793755657135
2020-06-03,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.5885,2.9586916388926903
2020-06-04,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.31325,2.822342261572888
2020-06-05,reported_cases,NA,positivity-adjusted reported cases,0,9,2,5,5,5.47675,2.8688006103135564
2020-06-06,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.61725,2.9342639475221777
2020-06-07,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,4.9765,2.6927236100480174
2020-06-08,reported_cases,NA,positivity-adjusted reported cases,2,11,2,6,6,6.227,3.119199152160328
2020-06-09,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,6,6.857,3.371630610438117
2020-06-10,reported_cases,NA,positivity-adjusted reported cases,1,12,3,7,7,7.38125,3.5213631504162244
2020-06-11,reported_cases,NA,positivity-adjusted reported cases,1,12,4,8,7,7.484,3.6345627676005137
2020-06-12,reported_cases,NA,positivity-adjusted reported cases,2,14,5,9,8,8.3705,3.919830483293179
2020-06-13,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,8.5,9.03525,4.040864955043193
2020-06-14,reported_cases,NA,positivity-adjusted reported cases,2,14,3,8,8,8.5685,3.9017449498158325
2020-06-15,reported_cases,NA,positivity-adjusted reported cases,3,18,6,12,11,11.4,4.918032814214483
2020-06-16,reported_cases,NA,positivity-adjusted reported cases,5,21,6,13,13,13.0935,5.446482699270086
2020-06-17,reported_cases,NA,positivity-adjusted reported cases,6,24,9,16,14,15.07125,6.033595487445818
2020-06-18,reported_cases,NA,positivity-adjusted reported cases,5,24,11,18,15,15.769,6.116820487248118
2020-06-19,reported_cases,NA,positivity-adjusted reported cases,7,28,11,19,17,18.25575,6.945387068974951
