date,variable,strat,type,bottom,top,lower,upper,median,mean,sd
2020-05-02,reported_cases,NA,positivity-adjusted reported cases,2,15,4,9,8,8.838666666666667,4.401563677811046
2020-05-03,reported_cases,NA,positivity-adjusted reported cases,1,15,4,9,9,9.186,4.583129101111214
2020-05-04,reported_cases,NA,positivity-adjusted reported cases,1,15,4,9,8,9.083,4.466328883758931
2020-05-05,reported_cases,NA,positivity-adjusted reported cases,2,16,3,9,9,9.522,4.64241675686793
2020-05-06,reported_cases,NA,positivity-adjusted reported cases,3,17,6,11,9,10.100666666666667,4.841316522473939
2020-05-07,reported_cases,NA,positivity-adjusted reported cases,2,18,5,11,10,11.026666666666667,5.208102373449758
2020-05-08,reported_cases,NA,positivity-adjusted reported cases,2,18,5,11,10,10.84,5.147805354387009
2020-05-09,reported_cases,NA,positivity-adjusted reported cases,2,16,6,11,9,9.688666666666666,4.7374978822458225
2020-05-10,reported_cases,NA,positivity-adjusted reported cases,2,16,5,10,9,9.497666666666667,4.6929026910266
2020-05-11,reported_cases,NA,positivity-adjusted reported cases,1,15,4,9,8,8.917,4.541620831075372
2020-05-12,reported_cases,NA,positivity-adjusted reported cases,2,16,5,10,9,9.413,4.651054550975013
2020-05-13,reported_cases,NA,positivity-adjusted reported cases,2,16,5,10,9,9.555,4.870819571122654
2020-05-14,reported_cases,NA,positivity-adjusted reported cases,2,17,4,10,9,10.150333333333334,4.900517480778469
2020-05-15,reported_cases,NA,positivity-adjusted reported cases,1,16,5,10,9,9.742333333333333,4.806416728653344
2020-05-16,reported_cases,NA,positivity-adjusted reported cases,2,15,3,8,8,8.573,4.434022761851538
2020-05-17,reported_cases,NA,positivity-adjusted reported cases,2,14,3,8,8,8.211666666666666,4.221548418045704
2020-05-18,reported_cases,NA,positivity-adjusted reported cases,1,13,4,8,7,7.598333333333334,3.9116191204670505
2020-05-19,reported_cases,NA,positivity-adjusted reported cases,1,13,5,9,7,7.849333333333333,3.9609589690133067
2020-05-20,reported_cases,NA,positivity-adjusted reported cases,2,14,2,7,7,7.8853333333333335,4.137699651782176
2020-05-21,reported_cases,NA,positivity-adjusted reported cases,1,14,3,8,7,8.153333333333334,4.219133708709986
2020-05-22,reported_cases,NA,positivity-adjusted reported cases,1,13,2,7,7,7.829,4.121903568701791
2020-05-23,reported_cases,NA,positivity-adjusted reported cases,0,11,2,6,6,6.710666666666667,3.6565114860530796
2020-05-24,reported_cases,NA,positivity-adjusted reported cases,0,11,2,6,6,6.449333333333334,3.5478108568779354
2020-05-25,reported_cases,NA,positivity-adjusted reported cases,1,10,2,6,5,5.826333333333333,3.220915706475147
2020-05-26,reported_cases,NA,positivity-adjusted reported cases,1,11,2,6,6,6.046333333333333,3.4130244848619204
2020-05-27,reported_cases,NA,positivity-adjusted reported cases,1,10,2,6,5,5.908333333333333,3.320683594593241
2020-05-28,reported_cases,NA,positivity-adjusted reported cases,1,11,2,6,6,6.281,3.448091565656049
2020-05-29,reported_cases,NA,positivity-adjusted reported cases,0,10,2,6,6,5.999666666666666,3.307866464818662
2020-05-30,reported_cases,NA,positivity-adjusted reported cases,0,9,2,5,5,5.241666666666666,3.0358418932627544
2020-05-31,reported_cases,NA,positivity-adjusted reported cases,0,9,2,5,5,4.977,2.9940149813535544
2020-06-01,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,4,4.8196666666666665,2.8899706801972385
2020-06-02,reported_cases,NA,positivity-adjusted reported cases,0,9,2,5,5,4.967,3.045050921036281
2020-06-03,reported_cases,NA,positivity-adjusted reported cases,0,9,2,5,5,5.198666666666667,3.05662873363678
2020-06-04,reported_cases,NA,positivity-adjusted reported cases,0,10,1,5,5,5.681666666666667,3.3030239495487543
2020-06-05,reported_cases,NA,positivity-adjusted reported cases,1,10,1,5,5,5.637333333333333,3.2129810619823314
2020-06-06,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.099333333333333,3.0093994501515433
2020-06-07,reported_cases,NA,positivity-adjusted reported cases,0,9,2,5,5,5.193,2.9516077533173593
2020-06-08,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.318,3.123159838335517
