date,variable,strat,type,bottom,top,lower,upper,median,mean,sd
2020-05-02,reported_cases,NA,positivity-adjusted reported cases,3,14,6,10,8,8.8295,3.8293074633557733
2020-05-03,reported_cases,NA,positivity-adjusted reported cases,1,12,4,8,7,7.75675,3.4571038933379383
2020-05-04,reported_cases,NA,positivity-adjusted reported cases,3,15,5,10,9,9.48225,4.031717825525016
2020-05-05,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.91825,4.191951818963707
2020-05-06,reported_cases,NA,positivity-adjusted reported cases,3,16,6,11,10,10.3865,4.275943015542658
2020-05-07,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.85425,4.184899674283836
2020-05-08,reported_cases,NA,positivity-adjusted reported cases,2,15,5,10,9,9.81,4.160736465096413
2020-05-09,reported_cases,NA,positivity-adjusted reported cases,4,16,5,10,9,9.68525,4.148491886665977
2020-05-10,reported_cases,NA,positivity-adjusted reported cases,2,13,5,9,8,8.16925,3.670282302568174
2020-05-11,reported_cases,NA,positivity-adjusted reported cases,3,15,5,10,9,9.47425,4.009907327694017
2020-05-12,reported_cases,NA,positivity-adjusted reported cases,2,15,5,10,9,9.712,4.188787710737011
2020-05-13,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.85025,4.309520614811161
2020-05-14,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,9,9.181,4.1009076264700495
2020-05-15,reported_cases,NA,positivity-adjusted reported cases,2,14,4,9,8,8.78475,3.938120698526016
2020-05-16,reported_cases,NA,positivity-adjusted reported cases,2,14,4,9,8,8.6155,3.7985216784606397
2020-05-17,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.06425,3.350362393763156
2020-05-18,reported_cases,NA,positivity-adjusted reported cases,1,13,5,9,8,8.14,3.739170409173298
2020-05-19,reported_cases,NA,positivity-adjusted reported cases,2,13,5,9,8,8.01375,3.6828591882462884
2020-05-20,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,7,7.905,3.655381711102613
2020-05-21,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.26575,3.4960238104339023
2020-05-22,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.039,3.313717577139799
2020-05-23,reported_cases,NA,positivity-adjusted reported cases,1,11,3,7,6,6.71775,3.2531109142104326
2020-05-24,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.52875,2.807782817204199
2020-05-25,reported_cases,NA,positivity-adjusted reported cases,2,11,2,6,6,6.26875,3.1235336644797482
2020-05-26,reported_cases,NA,positivity-adjusted reported cases,2,11,2,6,6,6.22925,3.123721153682174
2020-05-27,reported_cases,NA,positivity-adjusted reported cases,1,10,4,7,6,6.15325,3.094860090092008
2020-05-28,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.627,2.981038853849785
2020-05-29,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.508,2.8701908471170903
2020-05-30,reported_cases,NA,positivity-adjusted reported cases,1,9,3,6,5,5.41,2.8576986563321545
2020-05-31,reported_cases,NA,positivity-adjusted reported cases,1,8,1,4,4,4.49125,2.4758747800487853
2020-06-01,reported_cases,NA,positivity-adjusted reported cases,0,9,2,5,5,5.2585,2.8116105773221203
2020-06-02,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.46175,2.9073441660775226
2020-06-03,reported_cases,NA,positivity-adjusted reported cases,1,9,3,6,5,5.53625,2.851529193640764
