date,variable,strat,type,bottom,top,lower,upper,median,mean,sd
2020-05-02,reported_cases,NA,positivity-adjusted reported cases,2,14,4,9,9,9.051,3.898905763850305
2020-05-03,reported_cases,NA,positivity-adjusted reported cases,2,13,5,9,8,8.207333333333333,3.7404558401598975
2020-05-04,reported_cases,NA,positivity-adjusted reported cases,2,15,4,9,9,9.352666666666666,4.122777217631051
2020-05-05,reported_cases,NA,positivity-adjusted reported cases,4,17,6,11,10,10.251666666666667,4.335273396303374
2020-05-06,reported_cases,NA,positivity-adjusted reported cases,3,17,7,12,10,10.686,4.615752635356117
2020-05-07,reported_cases,NA,positivity-adjusted reported cases,2,15,5,10,9,9.781333333333333,4.085390437550774
2020-05-08,reported_cases,NA,positivity-adjusted reported cases,2,16,6,11,10,10.229666666666667,4.401822944792455
2020-05-09,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.792666666666667,4.379658284743145
2020-05-10,reported_cases,NA,positivity-adjusted reported cases,3,14,5,9,8,8.361,3.8116735543714957
2020-05-11,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,9,9.392,4.134815783948429
2020-05-12,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.787333333333333,4.310255095531092
2020-05-13,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.925666666666666,4.366061770904225
2020-05-14,reported_cases,NA,positivity-adjusted reported cases,2,15,4,9,9,9.026333333333334,4.092174057685599
2020-05-15,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,8.5,8.956333333333333,3.9963838133263296
2020-05-16,reported_cases,NA,positivity-adjusted reported cases,2,14,3,8,8,8.704333333333333,3.9860854876340936
2020-05-17,reported_cases,NA,positivity-adjusted reported cases,1,12,3,7,7,7.177,3.5480323905814153
2020-05-18,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,7,7.796666666666667,3.715004168801648
2020-05-19,reported_cases,NA,positivity-adjusted reported cases,2,13,5,9,8,8.146333333333333,3.7989995202255264
2020-05-20,reported_cases,NA,positivity-adjusted reported cases,2,13,5,9,8,8.153,3.8052267891641263
2020-05-21,reported_cases,NA,positivity-adjusted reported cases,1,12,3,7,7,7.316,3.6223175447216476
2020-05-22,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.171,3.4516271877788993
2020-05-23,reported_cases,NA,positivity-adjusted reported cases,1,11,3,7,6,6.7363333333333335,3.316294994878055
2020-05-24,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.585,2.924544292667365
2020-05-25,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,6,6.062,3.143689487613481
2020-05-26,reported_cases,NA,positivity-adjusted reported cases,1,11,2,6,6,6.397,3.2125012666346726
2020-05-27,reported_cases,NA,positivity-adjusted reported cases,1,11,2,6,6,6.408333333333333,3.2361120751105714
2020-05-28,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.655333333333333,2.8997714473795866
2020-05-29,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.706333333333333,2.9746219951830795
2020-05-30,reported_cases,NA,positivity-adjusted reported cases,1,9,3,6,5,5.374,2.96452134342098
2020-05-31,reported_cases,NA,positivity-adjusted reported cases,0,8,1,4,4,4.6113333333333335,2.5868582297301224
2020-06-01,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.062333333333333,2.7627870384140656
2020-06-02,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.442,2.847690136415421
2020-06-03,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.716666666666667,2.9817253032682722
2020-06-04,reported_cases,NA,positivity-adjusted reported cases,0,9,2,5,5,5.295,2.8846863732170163
2020-06-05,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.64,2.980496790867834
2020-06-06,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.637333333333333,2.9826338903498546
2020-06-07,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.070333333333333,2.7938005767728806
2020-06-08,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.893666666666666,3.0816973962146523
2020-06-09,reported_cases,NA,positivity-adjusted reported cases,1,11,3,7,6,6.798,3.334401807191799
2020-06-10,reported_cases,NA,positivity-adjusted reported cases,1,12,4,8,7,7.592666666666666,3.615213614534434
2020-06-11,reported_cases,NA,positivity-adjusted reported cases,1,12,4,8,7,7.506666666666667,3.480324665240402
2020-06-12,reported_cases,NA,positivity-adjusted reported cases,1,13,5,9,8,8.269333333333334,3.7896675424434845
2020-06-13,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,8,8.961666666666666,4.1085062772454926
2020-06-14,reported_cases,NA,positivity-adjusted reported cases,2,14,4,9,8,8.647666666666666,3.9072518169606885
2020-06-15,reported_cases,NA,positivity-adjusted reported cases,2,17,5,11,10,10.812666666666667,4.797212103942486
2020-06-16,reported_cases,NA,positivity-adjusted reported cases,5,21,6,13,13,13.18,5.353050692571394
2020-06-17,reported_cases,NA,positivity-adjusted reported cases,6,24,10,17,15,15.371333333333334,6.1767976464570475
2020-06-18,reported_cases,NA,positivity-adjusted reported cases,4,24,8,16,15,15.826333333333332,6.430911710690726
2020-06-19,reported_cases,NA,positivity-adjusted reported cases,7,29,10,19,18,18.423333333333332,7.092123915262059
2020-06-20,reported_cases,NA,positivity-adjusted reported cases,7,31,13,22,20,20.474333333333334,7.612795770414193
2020-06-21,reported_cases,NA,positivity-adjusted reported cases,7,31,12,21,19,20.288666666666668,7.512577309297052
2020-06-22,reported_cases,NA,positivity-adjusted reported cases,11,41,17,28,25,25.963,9.553571124998937
2020-06-23,reported_cases,NA,positivity-adjusted reported cases,12,48,22,36,31,32.041333333333334,11.36215902787907
2020-06-24,reported_cases,NA,positivity-adjusted reported cases,18,59,23,39,36,37.688,13.100707315919719
2020-06-25,reported_cases,NA,positivity-adjusted reported cases,16,59,24,41,38,39.902,13.551467697593484
2020-06-26,reported_cases,NA,positivity-adjusted reported cases,23,73,30,50,46,47.617333333333335,16.01619198470054
2020-06-27,reported_cases,NA,positivity-adjusted reported cases,21,77,33,55,50,52.01733333333333,17.748897825317496
2020-06-28,reported_cases,NA,positivity-adjusted reported cases,21,76,37,59,50,51.55233333333333,17.482442806743357
2020-06-29,reported_cases,NA,positivity-adjusted reported cases,30,97,50,76,64,65.963,21.12126101559665
