date,variable,strat,type,bottom,top,lower,upper,median,mean,sd
2020-05-02,reported_cases,NA,positivity-adjusted reported cases,2,14,4,9,8,8.777,3.936974844171755
2020-05-03,reported_cases,NA,positivity-adjusted reported cases,3,14,5,9,8,8.054,3.7581633720001513
2020-05-04,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,9,9.269333333333334,4.092477938948783
2020-05-05,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,10,10.203,4.186681315012861
2020-05-06,reported_cases,NA,positivity-adjusted reported cases,4,17,6,11,10,10.499,4.395122831226357
2020-05-07,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,10,10.054333333333334,4.3437699449518625
2020-05-08,reported_cases,NA,positivity-adjusted reported cases,2,15,5,10,10,9.886,4.140215509063165
2020-05-09,reported_cases,NA,positivity-adjusted reported cases,2,15,4,9,9,9.549,4.162856646401142
2020-05-10,reported_cases,NA,positivity-adjusted reported cases,3,14,3,8,8,8.413,3.7897957531530473
2020-05-11,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,9,9.255,4.041462541352786
2020-05-12,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.922,4.403829459077052
2020-05-13,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.783333333333333,4.253596899615316
2020-05-14,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,9,9.271,4.052781021883259
2020-05-15,reported_cases,NA,positivity-adjusted reported cases,2,14,3,8,8,8.712,3.8904285725559062
2020-05-16,reported_cases,NA,positivity-adjusted reported cases,3,14,5,9,8,8.244666666666667,3.7777721048585815
2020-05-17,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.208333333333333,3.43514152371993
2020-05-18,reported_cases,NA,positivity-adjusted reported cases,1,12,4,8,7,7.692666666666667,3.5214125486327372
2020-05-19,reported_cases,NA,positivity-adjusted reported cases,3,14,5,9,8,8.237333333333334,3.7932135512303153
2020-05-20,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,8,7.9383333333333335,3.6559065140813054
2020-05-21,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.279,3.438182567353788
2020-05-22,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,6.999333333333333,3.3217983588714746
2020-05-23,reported_cases,NA,positivity-adjusted reported cases,2,11,4,7,6,6.56,3.206424860619004
2020-05-24,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.497,2.8321955165232864
2020-05-25,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,6,6.092333333333333,3.0728307229284226
2020-05-26,reported_cases,NA,positivity-adjusted reported cases,2,11,4,7,6,6.379333333333333,3.1332696471549997
2020-05-27,reported_cases,NA,positivity-adjusted reported cases,2,11,4,7,6,6.218333333333334,3.1521383029380505
2020-05-28,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,6,5.870333333333333,3.0105161724800302
2020-05-29,reported_cases,NA,positivity-adjusted reported cases,0,9,2,5,5,5.531,2.8649214517984594
2020-05-30,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.248333333333333,2.766685514920042
2020-05-31,reported_cases,NA,positivity-adjusted reported cases,1,8,1,4,4,4.5776666666666666,2.5191433563757766
2020-06-01,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.104333333333333,2.761760971453426
2020-06-02,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.5473333333333334,2.925966503946396
2020-06-03,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.54,2.881984607597019
2020-06-04,reported_cases,NA,positivity-adjusted reported cases,0,9,2,5,5,5.35,2.908204351631825
2020-06-05,reported_cases,NA,positivity-adjusted reported cases,0,9,2,5,5,5.437333333333333,2.8810020733310373
2020-06-06,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.473,2.827944499107083
2020-06-07,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.094666666666667,2.776618103302304
2020-06-08,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,6,5.935333333333333,3.0430639660802576
2020-06-09,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,6.951,3.385225583436095
2020-06-10,reported_cases,NA,positivity-adjusted reported cases,1,12,4,8,7,7.474,3.609570657771431
2020-06-11,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,7,7.823666666666667,3.7261062578564728
2020-06-12,reported_cases,NA,positivity-adjusted reported cases,2,14,3,8,8,8.325333333333333,3.9196870033575792
