date,variable,strat,type,bottom,top,lower,upper,median,mean,sd
2020-05-02,reported_cases,NA,positivity-adjusted reported cases,2,14,4,9,8,8.855,3.848581408729699
2020-05-03,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,7,7.7396666666666665,3.5299735778107797
2020-05-04,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.604333333333333,4.276822608677801
2020-05-05,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,10,10.115666666666666,4.283503708830356
2020-05-06,reported_cases,NA,positivity-adjusted reported cases,2,16,6,11,10,10.457666666666666,4.435474311316022
2020-05-07,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.774333333333333,4.21963778104511
2020-05-08,reported_cases,NA,positivity-adjusted reported cases,2,15,5,10,9,9.838666666666667,4.212507562273286
2020-05-09,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.764,4.128840003349337
2020-05-10,reported_cases,NA,positivity-adjusted reported cases,2,13,5,9,8,8.2,3.733628261266929
2020-05-11,reported_cases,NA,positivity-adjusted reported cases,4,16,5,10,9,9.668666666666667,4.084006765335809
2020-05-12,reported_cases,NA,positivity-adjusted reported cases,2,15,5,10,9,9.82,4.292754661154104
2020-05-13,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.860333333333333,4.406128067105722
2020-05-14,reported_cases,NA,positivity-adjusted reported cases,2,14,4,9,9,9.037,3.9832465507876176
2020-05-15,reported_cases,NA,positivity-adjusted reported cases,2,14,5,9,8,8.652,3.9464863171455615
2020-05-16,reported_cases,NA,positivity-adjusted reported cases,2,14,5,9,8,8.411,3.787460972763513
2020-05-17,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,6.934,3.35092826543333
2020-05-18,reported_cases,NA,positivity-adjusted reported cases,2,13,5,9,8,7.986,3.648777218703627
2020-05-19,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,8,8.027333333333333,3.6495240645214815
2020-05-20,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,7,7.915,3.6805285530944305
2020-05-21,reported_cases,NA,positivity-adjusted reported cases,1,12,3,7,7,7.286,3.470670326825329
2020-05-22,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.005333333333334,3.384541809951532
2020-05-23,reported_cases,NA,positivity-adjusted reported cases,1,11,3,7,6,6.673,3.2717435364938874
2020-05-24,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.443666666666667,2.8226729146354455
2020-05-25,reported_cases,NA,positivity-adjusted reported cases,1,11,2,6,6,6.331333333333333,3.154394018312098
2020-05-26,reported_cases,NA,positivity-adjusted reported cases,2,11,2,6,6,6.341666666666667,3.1234888532581153
2020-05-27,reported_cases,NA,positivity-adjusted reported cases,2,11,2,6,6,6.306,3.191618107175003
2020-05-28,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.792666666666666,2.9838421529218677
2020-05-29,reported_cases,NA,positivity-adjusted reported cases,0,9,2,5,5,5.466333333333333,2.933325988704215
2020-05-30,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.309,2.765875814820266
2020-05-31,reported_cases,NA,positivity-adjusted reported cases,1,8,1,4,4,4.464666666666667,2.5491667212142883
2020-06-01,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.315666666666667,2.7851882605617786
2020-06-02,reported_cases,NA,positivity-adjusted reported cases,0,9,2,5,5,5.511333333333333,2.9560307161384176
2020-06-03,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.658,3.0047815623456677
2020-06-04,reported_cases,NA,positivity-adjusted reported cases,1,9,3,6,5,5.379333333333333,2.7916609176465648
2020-06-05,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.375333333333334,2.920268402859082
2020-06-06,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.625,2.8946792665196384
2020-06-07,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,4.952,2.701258027594528
2020-06-08,reported_cases,NA,positivity-adjusted reported cases,2,11,2,6,6,6.27,3.141293137259144
2020-06-09,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,6.970666666666666,3.350653943561673
2020-06-10,reported_cases,NA,positivity-adjusted reported cases,1,12,4,8,7,7.5,3.5994886821497727
2020-06-11,reported_cases,NA,positivity-adjusted reported cases,1,12,4,8,7,7.513333333333334,3.6155469317141167
2020-06-12,reported_cases,NA,positivity-adjusted reported cases,1,13,5,9,8,8.177333333333333,3.850388905092884
2020-06-13,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,9,9.058666666666667,4.075302964644481
2020-06-14,reported_cases,NA,positivity-adjusted reported cases,1,13,5,9,8,8.410666666666666,3.8636332783523963
2020-06-15,reported_cases,NA,positivity-adjusted reported cases,3,18,5,11,11,11.353666666666667,4.829599179190005
2020-06-16,reported_cases,NA,positivity-adjusted reported cases,4,20,8,14,12,13.03,5.201806057715663
2020-06-17,reported_cases,NA,positivity-adjusted reported cases,5,23,9,16,14,15.024333333333333,5.874286649182844
2020-06-18,reported_cases,NA,positivity-adjusted reported cases,6,25,8,16,15,16.108666666666668,6.214853151023373
2020-06-19,reported_cases,NA,positivity-adjusted reported cases,6,28,10,19,18,18.223333333333333,7.067680401492518
2020-06-20,reported_cases,NA,positivity-adjusted reported cases,9,32,13,22,20,20.625,7.62607986001614
2020-06-21,reported_cases,NA,positivity-adjusted reported cases,8,30,12,21,19,19.587,7.117067412180139
2020-06-22,reported_cases,NA,positivity-adjusted reported cases,10,40,18,29,26,26.849,9.426477876795795
2020-06-23,reported_cases,NA,positivity-adjusted reported cases,14,50,21,35,31,32.727,11.513151402565942
2020-06-24,reported_cases,NA,positivity-adjusted reported cases,17,56,25,40,36,37.16866666666667,12.514941449139133
2020-06-25,reported_cases,NA,positivity-adjusted reported cases,17,59,26,43,39,40.30766666666667,13.531816011548944
2020-06-26,reported_cases,NA,positivity-adjusted reported cases,20,66,29,48,44,45.21233333333333,14.775092182630333
2020-06-27,reported_cases,NA,positivity-adjusted reported cases,22,76,36,57,51,52.199,16.828739341454174
2020-06-28,reported_cases,NA,positivity-adjusted reported cases,22,73,35,55,49,50.67133333333334,15.980126189527832
2020-06-29,reported_cases,NA,positivity-adjusted reported cases,32,99,48,75,67,68.426,21.111349720683652
2020-06-30,reported_cases,NA,positivity-adjusted reported cases,40,120,54,87,79,81.76033333333334,25.198079443179072
2020-07-01,reported_cases,NA,positivity-adjusted reported cases,45,138,64,101,92,95.01166666666667,29.487840004397246
2020-07-02,reported_cases,NA,positivity-adjusted reported cases,49,147,66,105,97,100.67433333333334,31.104320720408737
2020-07-03,reported_cases,NA,positivity-adjusted reported cases,55,164,76,120,109,112.41833333333334,34.83733453037535
2020-07-04,reported_cases,NA,positivity-adjusted reported cases,64,186,85,134,122,125.79833333333333,38.32000963293605
2020-07-05,reported_cases,NA,positivity-adjusted reported cases,61,176,83,128,116,120.01033333333334,36.7306494192222
2020-07-06,reported_cases,NA,positivity-adjusted reported cases,85,237,112,174,156,160.14633333333333,47.653211113194544
2020-07-07,reported_cases,NA,positivity-adjusted reported cases,94,270,133,205,180,186.707,56.058035273927715
2020-07-08,reported_cases,NA,positivity-adjusted reported cases,107,305,154,234,205,210.467,63.094605322010274
2020-07-09,reported_cases,NA,positivity-adjusted reported cases,113,318,158,239,213,219.51666666666668,65.45248453241516
2020-07-10,reported_cases,NA,positivity-adjusted reported cases,128,352,163,253,230,238.256,70.72443080273457
2020-07-11,reported_cases,NA,positivity-adjusted reported cases,131,377,177,278,254,260.5196666666667,77.72427742339725
2020-07-12,reported_cases,NA,positivity-adjusted reported cases,122,345,164,254,232,240.882,71.10838823204325
2020-07-13,reported_cases,NA,positivity-adjusted reported cases,162,454,223,339,305,314.22266666666667,91.5456277139442
2020-07-14,reported_cases,NA,positivity-adjusted reported cases,176,506,249,379,343,352.97,103.17150714528152
2020-07-15,reported_cases,NA,positivity-adjusted reported cases,193,544,280,416,370,381.2316666666667,111.73456135542538
2020-07-16,reported_cases,NA,positivity-adjusted reported cases,206,570,290,438,383,393.47066666666666,116.05322021755009
2020-07-17,reported_cases,NA,positivity-adjusted reported cases,216,596,279,434,394,408.21433333333334,121.15343073618924
2020-07-18,reported_cases,NA,positivity-adjusted reported cases,217,616,338,498,417,429.81933333333336,127.29882045585512
2020-07-19,reported_cases,NA,positivity-adjusted reported cases,204,555,272,414,371,383.85366666666664,113.34098249379954
2020-07-20,reported_cases,NA,positivity-adjusted reported cases,262,720,376,555,472.5,486.15066666666667,143.38264246510332
2020-07-21,reported_cases,NA,positivity-adjusted reported cases,284,770,379,573,517.5,535.84,154.57331174203705
2020-07-22,reported_cases,NA,positivity-adjusted reported cases,301,818,400,608,553,570.3846666666667,164.71361679211932
2020-07-23,reported_cases,NA,positivity-adjusted reported cases,312,828,420,624,541.5,561.0403333333334,165.0332674533966
2020-07-24,reported_cases,NA,positivity-adjusted reported cases,295,836,384,591,542,565.192,171.60131741932136
2020-07-25,reported_cases,NA,positivity-adjusted reported cases,309,856,428,642,562,582.484,173.3952817079313
2020-07-26,reported_cases,NA,positivity-adjusted reported cases,289,751,372,561,491,506.817,147.6289140934982
2020-07-27,reported_cases,NA,positivity-adjusted reported cases,351,912,474,697,609,623.196,176.67134602278276
2020-07-28,reported_cases,NA,positivity-adjusted reported cases,341,946,481,729,642,662.1186666666666,191.55383806086346
2020-07-29,reported_cases,NA,positivity-adjusted reported cases,350,988,500,752,662.5,682.864,200.01658860180896
2020-07-30,reported_cases,NA,positivity-adjusted reported cases,353,930,460,701,626,642.8396666666666,185.39486430802992
2020-07-31,reported_cases,NA,positivity-adjusted reported cases,330,900,477,712,621.5,638.6593333333333,182.52004036434033
2020-08-01,reported_cases,NA,positivity-adjusted reported cases,342,907,469,697,610.5,630.9416666666667,182.53320169345184
2020-08-02,reported_cases,NA,positivity-adjusted reported cases,280,765,381,572,511,526.21,151.96919022703062
2020-08-03,reported_cases,NA,positivity-adjusted reported cases,331,899,482,705,614,630.199,176.10818104073556
2020-08-04,reported_cases,NA,positivity-adjusted reported cases,342,924,488,719,622,642.272,184.46696552442643
2020-08-05,reported_cases,NA,positivity-adjusted reported cases,325,905,463,699,619,634.5863333333333,181.82254451099575
2020-08-06,reported_cases,NA,positivity-adjusted reported cases,307,858,443,664,573,588.3666666666667,173.33003968280005
2020-08-07,reported_cases,NA,positivity-adjusted reported cases,295,804,423,625,543,557.8313333333333,161.37653179203792
2020-08-08,reported_cases,NA,positivity-adjusted reported cases,290,765,388,592,522.5,536.0743333333334,153.36318625033357
2020-08-09,reported_cases,NA,positivity-adjusted reported cases,221,637,293,461,418,433.3333333333333,131.69876642265095
2020-08-10,reported_cases,NA,positivity-adjusted reported cases,256,717,383,564,483,495.133,146.62537858393281
2020-08-11,reported_cases,NA,positivity-adjusted reported cases,252,702,347,529,473,490.04533333333336,140.66183750067125
2020-08-12,reported_cases,NA,positivity-adjusted reported cases,254,691,358,532,461,474.877,137.649059660943
2020-08-13,reported_cases,NA,positivity-adjusted reported cases,216,611,328,488,413,422.70933333333335,124.7110786201414
2020-08-14,reported_cases,NA,positivity-adjusted reported cases,204,563,275,420,379,390.28433333333334,114.23780568024654
2020-08-15,reported_cases,NA,positivity-adjusted reported cases,183,520,261,396,354,363.86966666666666,106.79641616048639
2020-08-16,reported_cases,NA,positivity-adjusted reported cases,158,425,211,319,281,290.31933333333336,84.82515229405402
2020-08-17,reported_cases,NA,positivity-adjusted reported cases,170,471,234,355,317,326.9766666666667,95.30663446868117
2020-08-18,reported_cases,NA,positivity-adjusted reported cases,165,456,228,345,309,317.9696666666667,92.4422194375153
2020-08-19,reported_cases,NA,positivity-adjusted reported cases,147,425,223,330,291,300.38366666666667,87.19178058790625
2020-08-20,reported_cases,NA,positivity-adjusted reported cases,138,386,188,285,257,264.795,77.58390337147338
2020-08-21,reported_cases,NA,positivity-adjusted reported cases,118,343,169,257,231,239.18133333333333,70.0760539414206
2020-08-22,reported_cases,NA,positivity-adjusted reported cases,119,323,167,249,220,225.57533333333333,64.77950128050493
2020-08-23,reported_cases,NA,positivity-adjusted reported cases,87,250,135,200,170,175.12033333333332,50.9135599169484
2020-08-24,reported_cases,NA,positivity-adjusted reported cases,99,282,140,214,190,195.37433333333334,57.72320328332433
2020-08-25,reported_cases,NA,positivity-adjusted reported cases,98,273,137,208,183,189.96333333333334,57.01550881094148
2020-08-26,reported_cases,NA,positivity-adjusted reported cases,91,259,132,198,175,178.72133333333332,52.8923202749723
2020-08-27,reported_cases,NA,positivity-adjusted reported cases,79,225,115,174,152,156.85033333333334,47.137952813213005
2020-08-28,reported_cases,NA,positivity-adjusted reported cases,73,206,98,152,139,143.415,42.558695028248955
2020-08-29,reported_cases,NA,positivity-adjusted reported cases,66,189,98,147,129,132.393,39.2413452716168
2020-08-30,reported_cases,NA,positivity-adjusted reported cases,50,149,70,111,101,103.367,31.36544130040773
2020-08-31,reported_cases,NA,positivity-adjusted reported cases,56,168,79,123,112,115.50633333333333,34.947871816040234
2020-09-01,reported_cases,NA,positivity-adjusted reported cases,54,160,78,120,109,112.55566666666667,33.846882254771195
2020-09-02,reported_cases,NA,positivity-adjusted reported cases,53,155,73,113,103,106.42166666666667,31.87814197639993
2020-09-03,reported_cases,NA,positivity-adjusted reported cases,50,138,64,100,90,92.76966666666667,28.094976819051535
2020-09-04,reported_cases,NA,positivity-adjusted reported cases,41,122,56,88,81,84.17066666666666,26.00874900036031
2020-09-05,reported_cases,NA,positivity-adjusted reported cases,39,116,54,84,76,78.542,23.965232041068592
2020-09-06,reported_cases,NA,positivity-adjusted reported cases,26,87,43,67,59,60.548,19.413603271864098
2020-09-07,reported_cases,NA,positivity-adjusted reported cases,34,99,44,71,66,67.56133333333334,20.78806435021545
