date,variable,strat,type,bottom,top,lower,upper,median,mean,sd
2020-05-02,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,9,9.056666666666667,4.042635673660466
2020-05-03,reported_cases,NA,positivity-adjusted reported cases,2,13,5,9,8,8.151666666666667,3.648163956792618
2020-05-04,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,9,9.367333333333333,4.019177048883554
2020-05-05,reported_cases,NA,positivity-adjusted reported cases,4,17,6,11,10,10.254333333333333,4.378360184078365
2020-05-06,reported_cases,NA,positivity-adjusted reported cases,3,17,6,11,10,10.781666666666666,4.490143021145206
2020-05-07,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.804,4.178285536358318
2020-05-08,reported_cases,NA,positivity-adjusted reported cases,3,16,6,11,10,10.262666666666666,4.285611007716252
2020-05-09,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.837666666666667,4.237684180220684
2020-05-10,reported_cases,NA,positivity-adjusted reported cases,2,14,5,9,8,8.459333333333333,3.8568516509075024
2020-05-11,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,9,9.333666666666666,4.072083067553826
2020-05-12,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.897333333333334,4.275381369052259
2020-05-13,reported_cases,NA,positivity-adjusted reported cases,2,16,5,10,9,9.924333333333333,4.3919286843115115
2020-05-14,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,9,8.961666666666666,4.011262556600879
2020-05-15,reported_cases,NA,positivity-adjusted reported cases,2,15,4,9,9,9.082333333333333,4.156999892341093
2020-05-16,reported_cases,NA,positivity-adjusted reported cases,2,14,3,8,8,8.479333333333333,3.9175700811432987
2020-05-17,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.149,3.3766748403805806
2020-05-18,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,7,7.852666666666667,3.7024580511820084
2020-05-19,reported_cases,NA,positivity-adjusted reported cases,3,14,5,9,8,8.140666666666666,3.7517424502080523
2020-05-20,reported_cases,NA,positivity-adjusted reported cases,2,14,5,9,8,8.223333333333333,3.892879019171825
2020-05-21,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.143,3.464662411915892
2020-05-22,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.156666666666666,3.5081178979548095
2020-05-23,reported_cases,NA,positivity-adjusted reported cases,1,11,3,7,6,6.751333333333333,3.306429450952633
2020-05-24,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.553,2.8817747787243477
2020-05-25,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,6,5.971666666666667,3.048381225873
2020-05-26,reported_cases,NA,positivity-adjusted reported cases,2,11,4,7,6,6.2923333333333336,3.180814426478558
2020-05-27,reported_cases,NA,positivity-adjusted reported cases,1,11,2,6,6,6.387,3.2522951087641934
2020-05-28,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.610333333333333,2.909636039584649
2020-05-29,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.671,2.9971797903304345
2020-05-30,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.407,2.8841157584089157
2020-05-31,reported_cases,NA,positivity-adjusted reported cases,1,8,1,4,4,4.573666666666667,2.534044267372854
2020-06-01,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.035,2.7867000016087706
2020-06-02,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.474333333333333,2.9001399091629696
2020-06-03,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.755,2.991090749981497
2020-06-04,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.292,2.843606518609345
2020-06-05,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.604666666666667,2.9193410911295845
2020-06-06,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.554333333333333,2.9931088836111424
2020-06-07,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.080666666666667,2.790475791079798
2020-06-08,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,6,5.905666666666667,3.0658170689593223
2020-06-09,reported_cases,NA,positivity-adjusted reported cases,1,11,3,7,6,6.790666666666667,3.3166015996718494
2020-06-10,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,7,7.543666666666667,3.7599830291747485
2020-06-11,reported_cases,NA,positivity-adjusted reported cases,1,12,4,8,7,7.529,3.590653134177215
2020-06-12,reported_cases,NA,positivity-adjusted reported cases,2,14,3,8,8,8.534333333333333,3.936409488621527
2020-06-13,reported_cases,NA,positivity-adjusted reported cases,2,15,4,9,9,9.068,4.109704680085805
2020-06-14,reported_cases,NA,positivity-adjusted reported cases,2,14,4,9,8,8.718,3.983436362625243
2020-06-15,reported_cases,NA,positivity-adjusted reported cases,4,18,5,11,10,10.835333333333333,4.6619877304380735
2020-06-16,reported_cases,NA,positivity-adjusted reported cases,4,20,8,14,12,13.046666666666667,5.321897821363093
2020-06-17,reported_cases,NA,positivity-adjusted reported cases,5,24,10,17,15,15.249,6.206811352784644
2020-06-18,reported_cases,NA,positivity-adjusted reported cases,6,25,8,16,15,15.724333333333334,6.2094976052059625
2020-06-19,reported_cases,NA,positivity-adjusted reported cases,7,29,10,19,18,18.39,7.068277974007479
2020-06-20,reported_cases,NA,positivity-adjusted reported cases,8,32,14,23,20,20.556,7.6963156829548796
2020-06-21,reported_cases,NA,positivity-adjusted reported cases,8,31,12,21,19,20.247666666666667,7.531925684958006
2020-06-22,reported_cases,NA,positivity-adjusted reported cases,10,39,17,28,25,25.867,9.345895333595859
2020-06-23,reported_cases,NA,positivity-adjusted reported cases,13,48,22,35,31,32.242666666666665,11.160882640842663
2020-06-24,reported_cases,NA,positivity-adjusted reported cases,16,56,24,40,37,37.916333333333334,12.94910137027488
2020-06-25,reported_cases,NA,positivity-adjusted reported cases,18,61,25,42,38,39.99633333333333,13.81443445900083
2020-06-26,reported_cases,NA,positivity-adjusted reported cases,23,72,29,49,45,46.745666666666665,15.570456884693147
2020-06-27,reported_cases,NA,positivity-adjusted reported cases,23,76,37,58,50,52.315666666666665,17.11542190865476
2020-06-28,reported_cases,NA,positivity-adjusted reported cases,24,77,37,58,51,51.966,17.307532875352585
2020-06-29,reported_cases,NA,positivity-adjusted reported cases,32,98,43,70,64,66.11466666666666,20.93361547785158
2020-06-30,reported_cases,NA,positivity-adjusted reported cases,39,120,54,86,79,81.264,25.25655562160623
2020-07-01,reported_cases,NA,positivity-adjusted reported cases,47,142,68,105,92,95.11666666666666,29.94259911847242
2020-07-02,reported_cases,NA,positivity-adjusted reported cases,49,147,64,104,95,98.54233333333333,31.152266302590004
2020-07-03,reported_cases,NA,positivity-adjusted reported cases,54,168,74,121,112,115.304,36.237365148112325
2020-07-04,reported_cases,NA,positivity-adjusted reported cases,64,185,93,141,123,126.35233333333333,38.87984150234289
2020-07-05,reported_cases,NA,positivity-adjusted reported cases,60,179,82,130,120,123.88366666666667,37.66573645179893
2020-07-06,reported_cases,NA,positivity-adjusted reported cases,72,222,111,169,149,154.41033333333334,46.9941710278245
2020-07-07,reported_cases,NA,positivity-adjusted reported cases,88,272,123,195,179,185.78466666666668,58.04127176384816
2020-07-08,reported_cases,NA,positivity-adjusted reported cases,103,307,136,218,204,211.859,64.03628138884527
2020-07-09,reported_cases,NA,positivity-adjusted reported cases,113,317,156,239,211,216.834,65.50612791893323
2020-07-10,reported_cases,NA,positivity-adjusted reported cases,126,360,170,264,236,244.76133333333334,74.46631978608215
2020-07-11,reported_cases,NA,positivity-adjusted reported cases,126,374,191,289,252,260.236,79.50809696603896
2020-07-12,reported_cases,NA,positivity-adjusted reported cases,126,363,171,268,240.5,247.00166666666667,74.40972113522554
2020-07-13,reported_cases,NA,positivity-adjusted reported cases,152,438,208,321,290,301.5006666666667,92.38491754909134
2020-07-14,reported_cases,NA,positivity-adjusted reported cases,182,515,250,386,338,349.64433333333335,106.14335575946106
2020-07-15,reported_cases,NA,positivity-adjusted reported cases,204,563,278,422,374,387.35833333333335,114.45913198541146
2020-07-16,reported_cases,NA,positivity-adjusted reported cases,189,552,289,433,372,383.80033333333336,114.28084049126528
2020-07-17,reported_cases,NA,positivity-adjusted reported cases,223,624,309,472,409,422.75533333333334,129.0704221068606
2020-07-18,reported_cases,NA,positivity-adjusted reported cases,231,643,317,478,418,433.69466666666665,133.91116273382065
2020-07-19,reported_cases,NA,positivity-adjusted reported cases,195,573,296,444,384,396.1653333333333,120.54078435030257
2020-07-20,reported_cases,NA,positivity-adjusted reported cases,260,691,319,495,453,467.25933333333336,138.43313906318042
2020-07-21,reported_cases,NA,positivity-adjusted reported cases,261,756,391,584,512,530.1473333333333,157.37688348051705
2020-07-22,reported_cases,NA,positivity-adjusted reported cases,286,827,432,645,554,572.038,169.79189709398068
