date,variable,strat,type,bottom,top,lower,upper,median,mean,sd
2020-05-02,reported_cases,NA,positivity-adjusted reported cases,2,14,4,9,9,8.998,3.9823714577467313
2020-05-03,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,8,8.149666666666667,3.673476740910563
2020-05-04,reported_cases,NA,positivity-adjusted reported cases,2,15,5,10,9,9.490666666666666,4.146200254177086
2020-05-05,reported_cases,NA,positivity-adjusted reported cases,4,17,6,11,10,10.288666666666666,4.374820137937329
2020-05-06,reported_cases,NA,positivity-adjusted reported cases,3,17,7,12,10,10.692333333333334,4.512626266469357
2020-05-07,reported_cases,NA,positivity-adjusted reported cases,2,15,5,10,9,9.751,4.25421733362404
2020-05-08,reported_cases,NA,positivity-adjusted reported cases,2,16,6,11,10,10.232666666666667,4.396928156636983
2020-05-09,reported_cases,NA,positivity-adjusted reported cases,2,15,5,10,9,9.841666666666667,4.334765732255905
2020-05-10,reported_cases,NA,positivity-adjusted reported cases,2,14,5,9,8,8.404,3.8588099380568117
2020-05-11,reported_cases,NA,positivity-adjusted reported cases,2,15,4,9,9,9.355,4.129728790929118
2020-05-12,reported_cases,NA,positivity-adjusted reported cases,4,17,6,11,10,10.095333333333333,4.463580708332959
2020-05-13,reported_cases,NA,positivity-adjusted reported cases,3,16,5,10,9,9.887,4.345939875078723
2020-05-14,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,9,9.016,4.039123110920041
2020-05-15,reported_cases,NA,positivity-adjusted reported cases,3,15,4,9,8,9.032333333333334,4.138235882711683
2020-05-16,reported_cases,NA,positivity-adjusted reported cases,2,14,3,8,8,8.613,4.06555538397811
2020-05-17,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.237333333333333,3.4906161379566036
2020-05-18,reported_cases,NA,positivity-adjusted reported cases,2,13,4,8,7,7.750666666666667,3.6799021883188807
2020-05-19,reported_cases,NA,positivity-adjusted reported cases,2,13,5,9,8,8.16,3.7867989932842376
2020-05-20,reported_cases,NA,positivity-adjusted reported cases,3,14,4,8,8,8.125,3.8308745998879536
2020-05-21,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.201,3.450299579610881
2020-05-22,reported_cases,NA,positivity-adjusted reported cases,2,12,3,7,7,7.118333333333333,3.465496661556509
2020-05-23,reported_cases,NA,positivity-adjusted reported cases,1,11,3,7,6,6.714666666666667,3.4294565088661337
2020-05-24,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.6113333333333335,2.957677158449419
2020-05-25,reported_cases,NA,positivity-adjusted reported cases,1,10,4,7,6,6.054,3.026131164254852
2020-05-26,reported_cases,NA,positivity-adjusted reported cases,1,11,2,6,6,6.324666666666666,3.2583427006082544
2020-05-27,reported_cases,NA,positivity-adjusted reported cases,1,11,4,7,6,6.338333333333333,3.1914352531759063
2020-05-28,reported_cases,NA,positivity-adjusted reported cases,0,9,3,6,5,5.587666666666666,2.9656780513608796
2020-05-29,reported_cases,NA,positivity-adjusted reported cases,1,10,3,6,5,5.745,3.019218479464884
2020-05-30,reported_cases,NA,positivity-adjusted reported cases,1,9,2,5,5,5.418333333333333,2.8853836894309164
2020-05-31,reported_cases,NA,positivity-adjusted reported cases,1,8,1,4,4,4.491666666666666,2.5598401283510777
